Broaders Of THIST Concept;THIST Concept's PrefLabel;THIST Concept  URI;EUROVOC Concept URI;EUROVOC Concept's PrefLabel;Broaders Of  EUROVOC Concept;"E =ExactMAtch ; C= CloseMatch ; B= broaderMatch ; N= NarrowMAtch   NA= in corrispondenza di una della righe dei mapping che secondo voi non sono da accettare;  (definizioni  relazioni di mapping sono rintracciabili su http://www.w3.org/TR/skos-reference/#mapping)"
Central America| Greater Antilles| Hispaniola;Haiti;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ha%C3%AFti;http://eurovoc.europa.eu/1228;Haiti;LAES countries| LAES countries| LAES countries;E
Central America| Greater Antilles| Hispaniola;Haiti;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ha%C3%AFti;http://eurovoc.europa.eu/1228;Haiti;OAS countries| OAS countries| OAS countries;E
Central Europe;Germany;http://linkeddata.ge.imati.cnr.it/resource/ThIST/germania;http://eurovoc.europa.eu/1318;Germany;Council of Europe countries;E
Central Europe;Germany;http://linkeddata.ge.imati.cnr.it/resource/ThIST/germania;http://eurovoc.europa.eu/1318;Germany;EU Member State;E
Central Europe;Germany;http://linkeddata.ge.imati.cnr.it/resource/ThIST/germania;http://eurovoc.europa.eu/1318;Germany;NATO countries;E
Central Europe;Germany;http://linkeddata.ge.imati.cnr.it/resource/ThIST/germania;http://eurovoc.europa.eu/1318;Germany;OECD countries;E
Central Europe;Germany;http://linkeddata.ge.imati.cnr.it/resource/ThIST/germania;http://eurovoc.europa.eu/1318;Germany;WEU countries;E
Central Europe;Germany;http://linkeddata.ge.imati.cnr.it/resource/ThIST/germania;http://eurovoc.europa.eu/1318;Germany;Western Europe;E
ceramic materials| refractory materials| sediments| clastic sediments;kaolin;http://linkeddata.ge.imati.cnr.it/resource/ThIST/caolino;http://eurovoc.europa.eu/3757;earths and stones;mining product| mining product| mining product| mining product;N
Chiapas| Central America;Mexico;http://linkeddata.ge.imati.cnr.it/resource/ThIST/mexico;http://eurovoc.europa.eu/1899;Mexico;ALADI countries| ALADI countries;E
Chiapas| Central America;Mexico;http://linkeddata.ge.imati.cnr.it/resource/ThIST/mexico;http://eurovoc.europa.eu/1899;Mexico;APEC countries| APEC countries;E
Chiapas| Central America;Mexico;http://linkeddata.ge.imati.cnr.it/resource/ThIST/mexico;http://eurovoc.europa.eu/1899;Mexico;LAES countries| LAES countries;E
Chiapas| Central America;Mexico;http://linkeddata.ge.imati.cnr.it/resource/ThIST/mexico;http://eurovoc.europa.eu/1899;Mexico;NAFTA countries| NAFTA countries;E
Chiapas| Central America;Mexico;http://linkeddata.ge.imati.cnr.it/resource/ThIST/mexico;http://eurovoc.europa.eu/1899;Mexico;North America| North America;E
Chiapas| Central America;Mexico;http://linkeddata.ge.imati.cnr.it/resource/ThIST/mexico;http://eurovoc.europa.eu/1899;Mexico;OAS countries| OAS countries;E
Chiapas| Central America;Mexico;http://linkeddata.ge.imati.cnr.it/resource/ThIST/mexico;http://eurovoc.europa.eu/1899;Mexico;OECD countries| OECD countries;E
Chordata| Artiodactyla| Eutheria| Mammalia| Ruminantia| Tetrapoda| Theria| Vertebrata;Cervidae;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cervidae;http://eurovoc.europa.eu/6918;cervidae;livestock| livestock| livestock| livestock| livestock| livestock| livestock| livestock;E
Chordata| Eutheria| Hippomorpha| Mammalia| Perissodactyla| Tetrapoda| Theria| Vertebrata;Equidae;http://linkeddata.ge.imati.cnr.it/resource/ThIST/equidae;http://eurovoc.europa.eu/842;equidae;livestock| livestock| livestock| livestock| livestock| livestock| livestock| livestock;EE
Chordata| Eutheria| Mammalia| Tetrapoda| Theria| Vertebrata;Chiroptera;http://linkeddata.ge.imati.cnr.it/resource/ThIST/chiroptera;http://eurovoc.europa.eu/450869;Chiroptera;wild mammal| wild mammal| wild mammal| wild mammal| wild mammal| wild mammal;E
Commonwealth of Independent States| Eastern Europe;Belarus;http://linkeddata.ge.imati.cnr.it/resource/ThIST/belarus;http://eurovoc.europa.eu/5458;Belarus;CIS countries| CIS countries;E
Commonwealth of Independent States| Eastern Europe;Belarus;http://linkeddata.ge.imati.cnr.it/resource/ThIST/belarus;http://eurovoc.europa.eu/5458;Belarus;Eastern Europe| Eastern Europe;E
Commonwealth of Independent States| Eastern Europe;Moldova;http://linkeddata.ge.imati.cnr.it/resource/ThIST/moldova;http://eurovoc.europa.eu/5858;Moldova;CEFTA countries| CEFTA countries;E
Commonwealth of Independent States| Eastern Europe;Moldova;http://linkeddata.ge.imati.cnr.it/resource/ThIST/moldova;http://eurovoc.europa.eu/5858;Moldova;CIS countries| CIS countries;E
Commonwealth of Independent States| Eastern Europe;Moldova;http://linkeddata.ge.imati.cnr.it/resource/ThIST/moldova;http://eurovoc.europa.eu/5858;Moldova;Council of Europe countries| Council of Europe countries;E
Commonwealth of Independent States| Eastern Europe;Moldova;http://linkeddata.ge.imati.cnr.it/resource/ThIST/moldova;http://eurovoc.europa.eu/5858;Moldova;Eastern Europe| Eastern Europe;E
Commonwealth of Independent States| Europe| Europa Island;Ukraine;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ukrayina;http://eurovoc.europa.eu/5946;Ukraine;CIS countries| CIS countries| CIS countries;E
Commonwealth of Independent States| Europe| Europa Island;Ukraine;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ukrayina;http://eurovoc.europa.eu/5946;Ukraine;Council of Europe countries| Council of Europe countries| Council of Europe countries;E
Commonwealth of Independent States| Europe| Europa Island;Ukraine;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ukrayina;http://eurovoc.europa.eu/5946;Ukraine;Eastern Europe| Eastern Europe| Eastern Europe;E
construction materials;concrete;http://linkeddata.ge.imati.cnr.it/resource/ThIST/calcestruzzo;http://eurovoc.europa.eu/4856;concrete;building materials;E
construction materials;insulation materials;http://linkeddata.ge.imati.cnr.it/resource/ThIST/isolante;http://eurovoc.europa.eu/1512;insulator;special chemicals;E
Cosenza Italy| native elements;diamond;http://linkeddata.ge.imati.cnr.it/resource/ThIST/diamante;http://eurovoc.europa.eu/2381;precious stones;mining product| mining product;N
Cuneo Italy;;http://linkeddata.ge.imati.cnr.it/resource/ThIST/alba;http://eurovoc.europa.eu/8499;Alba;Centru (Romania);NA
East Africa;Uganda;http://linkeddata.ge.imati.cnr.it/resource/ThIST/uganda;http://eurovoc.europa.eu/2203;Uganda;ACP countries;E
East Africa;Uganda;http://linkeddata.ge.imati.cnr.it/resource/ThIST/uganda;http://eurovoc.europa.eu/2203;Uganda;EAC countries;E
East Africa;Uganda;http://linkeddata.ge.imati.cnr.it/resource/ThIST/uganda;http://eurovoc.europa.eu/2203;Uganda;East Africa;E
Eastern Europe;USSR;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cccp1917-1992;http://eurovoc.europa.eu/4620;USSR;Eastern Bloc countries;E
Eastern Europe;USSR;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cccp1917-1992;http://eurovoc.europa.eu/4620;USSR;Warsaw Pact countries;E
England| United Kingdom;London, England;http://linkeddata.ge.imati.cnr.it/resource/ThIST/londra;http://eurovoc.europa.eu/8498;London;England| England;E
environment;marine environment;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ambientemarino;http://eurovoc.europa.eu/5742;marine environment;aquatic environment;E
eolian features;deserts;http://linkeddata.ge.imati.cnr.it/resource/ThIST/deserto;http://eurovoc.europa.eu/415;desert;geophysical environment;E
Ethiopia| Egypt| Indian Ocean;Red Sea;http://linkeddata.ge.imati.cnr.it/resource/ThIST/marrosso;http://eurovoc.europa.eu/5737;Red Sea;sea| sea| sea;E
Europe| Europa Island;Estonia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/eesti;http://eurovoc.europa.eu/5619;Estonia;Baltic States| Baltic States;E
Europe| Europa Island;Estonia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/eesti;http://eurovoc.europa.eu/5619;Estonia;Council of Europe countries| Council of Europe countries;E
Europe| Europa Island;Estonia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/eesti;http://eurovoc.europa.eu/5619;Estonia;EU Member State| EU Member State;E
Europe| Europa Island;Estonia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/eesti;http://eurovoc.europa.eu/5619;Estonia;NATO countries| NATO countries;E
Europe| Europa Island;Southern Europe;http://linkeddata.ge.imati.cnr.it/resource/ThIST/europameridionale;http://eurovoc.europa.eu/912;Southern Europe;;E
Europe| Europa Island;Western Europe;http://linkeddata.ge.imati.cnr.it/resource/ThIST/europaoccidentale;http://eurovoc.europa.eu/913;Western Europe;;E
Europe| Europa Island;Latvia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/latvija;http://eurovoc.europa.eu/5706;Latvia;Baltic States| Baltic States;E
Europe| Europa Island;Latvia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/latvija;http://eurovoc.europa.eu/5706;Latvia;Council of Europe countries| Council of Europe countries;E
Europe| Europa Island;Latvia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/latvija;http://eurovoc.europa.eu/5706;Latvia;EU Member State| EU Member State;E
Europe| Europa Island;Latvia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/latvija;http://eurovoc.europa.eu/5706;Latvia;NATO countries| NATO countries;E
Europe| Europa Island;Lithuania;http://linkeddata.ge.imati.cnr.it/resource/ThIST/lietuva;http://eurovoc.europa.eu/5709;Lithuania;Baltic States| Baltic States;E
Europe| Europa Island;Lithuania;http://linkeddata.ge.imati.cnr.it/resource/ThIST/lietuva;http://eurovoc.europa.eu/5709;Lithuania;Council of Europe countries| Council of Europe countries;E
Europe| Europa Island;Lithuania;http://linkeddata.ge.imati.cnr.it/resource/ThIST/lietuva;http://eurovoc.europa.eu/5709;Lithuania;EU Member State| EU Member State;E
Europe| Europa Island;Lithuania;http://linkeddata.ge.imati.cnr.it/resource/ThIST/lietuva;http://eurovoc.europa.eu/5709;Lithuania;NATO countries| NATO countries;E
Europe| Europa Island;Peloponnesus;http://linkeddata.ge.imati.cnr.it/resource/ThIST/peloponneso;http://eurovoc.europa.eu/2315;Peloponnese;regions of Greece| regions of Greece;E
Europe| Europa Island| Central Europe;Czech Republic;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ceskarepublika1993-;http://eurovoc.europa.eu/5860;Czech Republic;Council of Europe countries| Council of Europe countries| Council of Europe countries;E
Europe| Europa Island| Central Europe;Czech Republic;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ceskarepublika1993-;http://eurovoc.europa.eu/5860;Czech Republic;EU Member State| EU Member State| EU Member State;E
Europe| Europa Island| Central Europe;Czech Republic;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ceskarepublika1993-;http://eurovoc.europa.eu/5860;Czech Republic;Eastern Europe| Eastern Europe| Eastern Europe;E
Europe| Europa Island| Central Europe;Czech Republic;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ceskarepublika1993-;http://eurovoc.europa.eu/5860;Czech Republic;NATO countries| NATO countries| NATO countries;E
Europe| Europa Island| Central Europe;Czech Republic;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ceskarepublika1993-;http://eurovoc.europa.eu/5860;Czech Republic;OECD countries| OECD countries| OECD countries;E
Europe| Europa Island| Central Europe;Liechtenstein;http://linkeddata.ge.imati.cnr.it/resource/ThIST/liechtenstein;http://eurovoc.europa.eu/1649;Liechtenstein;Council of Europe countries| Council of Europe countries| Council of Europe countries;E
Europe| Europa Island| Central Europe;Liechtenstein;http://linkeddata.ge.imati.cnr.it/resource/ThIST/liechtenstein;http://eurovoc.europa.eu/1649;Liechtenstein;EFTA countries| EFTA countries| EFTA countries;E
Europe| Europa Island| Central Europe;Liechtenstein;http://linkeddata.ge.imati.cnr.it/resource/ThIST/liechtenstein;http://eurovoc.europa.eu/1649;Liechtenstein;Western Europe| Western Europe| Western Europe;E
Europe| Europa Island| Central Europe;Hungary;http://linkeddata.ge.imati.cnr.it/resource/ThIST/magyarorszag;http://eurovoc.europa.eu/1255;Hungary;Council of Europe countries| Council of Europe countries| Council of Europe countries;E
Europe| Europa Island| Central Europe;Hungary;http://linkeddata.ge.imati.cnr.it/resource/ThIST/magyarorszag;http://eurovoc.europa.eu/1255;Hungary;EU Member State| EU Member State| EU Member State;E
Europe| Europa Island| Central Europe;Hungary;http://linkeddata.ge.imati.cnr.it/resource/ThIST/magyarorszag;http://eurovoc.europa.eu/1255;Hungary;Eastern Europe| Eastern Europe| Eastern Europe;E
Europe| Europa Island| Central Europe;Hungary;http://linkeddata.ge.imati.cnr.it/resource/ThIST/magyarorszag;http://eurovoc.europa.eu/1255;Hungary;NATO countries| NATO countries| NATO countries;E
Europe| Europa Island| Central Europe;Hungary;http://linkeddata.ge.imati.cnr.it/resource/ThIST/magyarorszag;http://eurovoc.europa.eu/1255;Hungary;OECD countries| OECD countries| OECD countries;E
Europe| Europa Island| Central Europe;Hungary;http://linkeddata.ge.imati.cnr.it/resource/ThIST/magyarorszag;http://eurovoc.europa.eu/1255;Hungary;Warsaw Pact countries| Warsaw Pact countries| Warsaw Pact countries;E
Europe| Europa Island| Central Europe;Austria;http://linkeddata.ge.imati.cnr.it/resource/ThIST/osterreich;http://eurovoc.europa.eu/4353;Austria;Council of Europe countries| Council of Europe countries| Council of Europe countries;E
Europe| Europa Island| Central Europe;Austria;http://linkeddata.ge.imati.cnr.it/resource/ThIST/osterreich;http://eurovoc.europa.eu/4353;Austria;EU Member State| EU Member State| EU Member State;E
Europe| Europa Island| Central Europe;Austria;http://linkeddata.ge.imati.cnr.it/resource/ThIST/osterreich;http://eurovoc.europa.eu/4353;Austria;OECD countries| OECD countries| OECD countries;E
Europe| Europa Island| Central Europe;Austria;http://linkeddata.ge.imati.cnr.it/resource/ThIST/osterreich;http://eurovoc.europa.eu/4353;Austria;Western Europe| Western Europe| Western Europe;E
Europe| Europa Island| Central Europe;Poland;http://linkeddata.ge.imati.cnr.it/resource/ThIST/polonia;http://eurovoc.europa.eu/2543;Poland;Council of Europe countries| Council of Europe countries| Council of Europe countries;E
Europe| Europa Island| Central Europe;Poland;http://linkeddata.ge.imati.cnr.it/resource/ThIST/polonia;http://eurovoc.europa.eu/2543;Poland;EU Member State| EU Member State| EU Member State;E
Europe| Europa Island| Central Europe;Poland;http://linkeddata.ge.imati.cnr.it/resource/ThIST/polonia;http://eurovoc.europa.eu/2543;Poland;Eastern Europe| Eastern Europe| Eastern Europe;E
Europe| Europa Island| Central Europe;Poland;http://linkeddata.ge.imati.cnr.it/resource/ThIST/polonia;http://eurovoc.europa.eu/2543;Poland;NATO countries| NATO countries| NATO countries;E
Europe| Europa Island| Central Europe;Poland;http://linkeddata.ge.imati.cnr.it/resource/ThIST/polonia;http://eurovoc.europa.eu/2543;Poland;OECD countries| OECD countries| OECD countries;E
Europe| Europa Island| Central Europe;Poland;http://linkeddata.ge.imati.cnr.it/resource/ThIST/polonia;http://eurovoc.europa.eu/2543;Poland;Warsaw Pact countries| Warsaw Pact countries| Warsaw Pact countries;E
Europe| Europa Island| Central Europe;Slovakia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/slovensko1993-;http://eurovoc.europa.eu/5859;Slovakia;Council of Europe countries| Council of Europe countries| Council of Europe countries;E
Europe| Europa Island| Central Europe;Slovakia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/slovensko1993-;http://eurovoc.europa.eu/5859;Slovakia;EU Member State| EU Member State| EU Member State;E
Europe| Europa Island| Central Europe;Slovakia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/slovensko1993-;http://eurovoc.europa.eu/5859;Slovakia;Eastern Europe| Eastern Europe| Eastern Europe;E
Europe| Europa Island| Central Europe;Slovakia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/slovensko1993-;http://eurovoc.europa.eu/5859;Slovakia;NATO countries| NATO countries| NATO countries;E
Europe| Europa Island| Central Europe;Slovakia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/slovensko1993-;http://eurovoc.europa.eu/5859;Slovakia;OECD countries| OECD countries| OECD countries;E
Europe| Europa Island| Central Europe;Switzerland;http://linkeddata.ge.imati.cnr.it/resource/ThIST/svizzera;http://eurovoc.europa.eu/4324;Switzerland;Council of Europe countries| Council of Europe countries| Council of Europe countries;E
Europe| Europa Island| Central Europe;Switzerland;http://linkeddata.ge.imati.cnr.it/resource/ThIST/svizzera;http://eurovoc.europa.eu/4324;Switzerland;EFTA countries| EFTA countries| EFTA countries;E
Europe| Europa Island| Central Europe;Switzerland;http://linkeddata.ge.imati.cnr.it/resource/ThIST/svizzera;http://eurovoc.europa.eu/4324;Switzerland;OECD countries| OECD countries| OECD countries;E
Europe| Europa Island| Central Europe;Switzerland;http://linkeddata.ge.imati.cnr.it/resource/ThIST/svizzera;http://eurovoc.europa.eu/4324;Switzerland;Western Europe| Western Europe| Western Europe;E
Europe| Europa Island| Central Europe| Austria;Carinthia Austria;http://linkeddata.ge.imati.cnr.it/resource/ThIST/carinzia;http://eurovoc.europa.eu/6197;Carinthia;regions of Austria| regions of Austria| regions of Austria| regions of Austria;E
Europe| Europa Island| Central Europe| Austria;Vienna Austria;http://linkeddata.ge.imati.cnr.it/resource/ThIST/wien;http://eurovoc.europa.eu/6202;Vienna;regions of Austria| regions of Austria| regions of Austria| regions of Austria;E
Europe| Europa Island| Central Europe| Germany;Hesse Germany;http://linkeddata.ge.imati.cnr.it/resource/ThIST/assia;http://eurovoc.europa.eu/1239;Hesse;regions of Germany| regions of Germany| regions of Germany| regions of Germany;E
Europe| Europa Island| Central Europe| Germany;Lower Saxony Germany;http://linkeddata.ge.imati.cnr.it/resource/ThIST/bassasassonia;http://eurovoc.europa.eu/4825;Lower Saxony;regions of Germany| regions of Germany| regions of Germany| regions of Germany;E
Europe| Europa Island| Central Europe| Germany;Bavaria Germany;http://linkeddata.ge.imati.cnr.it/resource/ThIST/baviera;http://eurovoc.europa.eu/4835;Bavaria;regions of Germany| regions of Germany| regions of Germany| regions of Germany;E
Europe| Europa Island| Central Europe| Germany;Brandenburg Germany;http://linkeddata.ge.imati.cnr.it/resource/ThIST/brandeburgo;http://eurovoc.europa.eu/5470;Brandenburg;regions of Germany| regions of Germany| regions of Germany| regions of Germany;E
Europe| Europa Island| Central Europe| Germany;Saarland Germany;http://linkeddata.ge.imati.cnr.it/resource/ThIST/saarland;http://eurovoc.europa.eu/3903;Saarland;regions of Germany| regions of Germany| regions of Germany| regions of Germany;E
Europe| Europa Island| Central Europe| Germany;Saxony Germany;http://linkeddata.ge.imati.cnr.it/resource/ThIST/sassonia;http://eurovoc.europa.eu/5879;Saxony;regions of Germany| regions of Germany| regions of Germany| regions of Germany;E
Europe| Europa Island| Central Europe| Germany;Schleswig-Holstein Germany;http://linkeddata.ge.imati.cnr.it/resource/ThIST/schleswig-holstein;http://eurovoc.europa.eu/3918;Schleswig-Holstein;regions of Germany| regions of Germany| regions of Germany| regions of Germany;E
Europe| Europa Island| Central Europe| Poland;Pomerania;http://linkeddata.ge.imati.cnr.it/resource/ThIST/pomerania;http://eurovoc.europa.eu/7977;Pomerania;regions of Poland| regions of Poland| regions of Poland| regions of Poland;E
Europe| Europa Island| Scandinavia;Denmark;http://linkeddata.ge.imati.cnr.it/resource/ThIST/danmark;http://eurovoc.europa.eu/336;Denmark;Council of Europe countries| Council of Europe countries| Council of Europe countries;E
Europe| Europa Island| Scandinavia;Denmark;http://linkeddata.ge.imati.cnr.it/resource/ThIST/danmark;http://eurovoc.europa.eu/336;Denmark;EU Member State| EU Member State| EU Member State;E
Europe| Europa Island| Scandinavia;Denmark;http://linkeddata.ge.imati.cnr.it/resource/ThIST/danmark;http://eurovoc.europa.eu/336;Denmark;NATO countries| NATO countries| NATO countries;E
Europe| Europa Island| Scandinavia;Denmark;http://linkeddata.ge.imati.cnr.it/resource/ThIST/danmark;http://eurovoc.europa.eu/336;Denmark;Nordic Council countries| Nordic Council countries| Nordic Council countries;E
Europe| Europa Island| Scandinavia;Denmark;http://linkeddata.ge.imati.cnr.it/resource/ThIST/danmark;http://eurovoc.europa.eu/336;Denmark;Northern Europe| Northern Europe| Northern Europe;E
Europe| Europa Island| Scandinavia;Denmark;http://linkeddata.ge.imati.cnr.it/resource/ThIST/danmark;http://eurovoc.europa.eu/336;Denmark;OECD countries| OECD countries| OECD countries;E
Europe| Europa Island| Southern Europe;Attica Greece;http://linkeddata.ge.imati.cnr.it/resource/ThIST/attica;http://eurovoc.europa.eu/7889;Attica;regions of Greece| regions of Greece| regions of Greece;E
Europe| Europa Island| Southern Europe;Bulgaria;http://linkeddata.ge.imati.cnr.it/resource/ThIST/balgarija;http://eurovoc.europa.eu/5063;Bulgaria;Council of Europe countries| Council of Europe countries| Council of Europe countries;E
Europe| Europa Island| Southern Europe;Bulgaria;http://linkeddata.ge.imati.cnr.it/resource/ThIST/balgarija;http://eurovoc.europa.eu/5063;Bulgaria;EU Member State| EU Member State| EU Member State;E
Europe| Europa Island| Southern Europe;Bulgaria;http://linkeddata.ge.imati.cnr.it/resource/ThIST/balgarija;http://eurovoc.europa.eu/5063;Bulgaria;Eastern Europe| Eastern Europe| Eastern Europe;E
Europe| Europa Island| Southern Europe;Bulgaria;http://linkeddata.ge.imati.cnr.it/resource/ThIST/balgarija;http://eurovoc.europa.eu/5063;Bulgaria;NATO countries| NATO countries| NATO countries;E
Europe| Europa Island| Southern Europe;Greece;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ell%C3%9Fs;http://eurovoc.europa.eu/1182;Greece;Council of Europe countries| Council of Europe countries| Council of Europe countries;E
Europe| Europa Island| Southern Europe;Greece;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ell%C3%9Fs;http://eurovoc.europa.eu/1182;Greece;EU Member State| EU Member State| EU Member State;E
Europe| Europa Island| Southern Europe;Greece;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ell%C3%9Fs;http://eurovoc.europa.eu/1182;Greece;NATO countries| NATO countries| NATO countries;E
Europe| Europa Island| Southern Europe;Greece;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ell%C3%9Fs;http://eurovoc.europa.eu/1182;Greece;OECD countries| OECD countries| OECD countries;E
Europe| Europa Island| Southern Europe;Greece;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ell%C3%9Fs;http://eurovoc.europa.eu/1182;Greece;Southern Europe| Southern Europe| Southern Europe;E
Europe| Europa Island| Southern Europe;Greece;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ell%C3%9Fs;http://eurovoc.europa.eu/1182;Greece;WEU countries| WEU countries| WEU countries;E
Europe| Europa Island| Southern Europe;Epirus Greece;http://linkeddata.ge.imati.cnr.it/resource/ThIST/epiro;http://eurovoc.europa.eu/839;Epirus;regions of Greece| regions of Greece| regions of Greece;E
Europe| Europa Island| Southern Europe;Gibraltar;http://linkeddata.ge.imati.cnr.it/resource/ThIST/gibilterra;http://eurovoc.europa.eu/1168;Gibraltar;Southern Europe| Southern Europe| Southern Europe;E
Europe| Europa Island| Southern Europe;Gibraltar;http://linkeddata.ge.imati.cnr.it/resource/ThIST/gibilterra;http://eurovoc.europa.eu/1168;Gibraltar;United Kingdom OCT| United Kingdom OCT| United Kingdom OCT;E
Europe| Europa Island| Southern Europe;Croatia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/hrvatska;http://eurovoc.europa.eu/5563;Croatia;CEFTA countries| CEFTA countries| CEFTA countries;E
Europe| Europa Island| Southern Europe;Croatia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/hrvatska;http://eurovoc.europa.eu/5563;Croatia;Council of Europe countries| Council of Europe countries| Council of Europe countries;E
Europe| Europa Island| Southern Europe;Croatia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/hrvatska;http://eurovoc.europa.eu/5563;Croatia;Eastern Europe| Eastern Europe| Eastern Europe;E
Europe| Europa Island| Southern Europe;Yugoslavia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/jugoslavia1929-1991;http://eurovoc.europa.eu/4778;Yugoslavia;former socialist countries| former socialist countries| former socialist countries;E
Europe| Europa Island| Southern Europe;Macedonia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/makedonjia;http://eurovoc.europa.eu/1717;Macedonia;regions of Greece| regions of Greece| regions of Greece;E
Europe| Europa Island| Southern Europe;Portugal;http://linkeddata.ge.imati.cnr.it/resource/ThIST/portugal;http://eurovoc.europa.eu/2563;Portugal;Council of Europe countries| Council of Europe countries| Council of Europe countries;E
Europe| Europa Island| Southern Europe;Portugal;http://linkeddata.ge.imati.cnr.it/resource/ThIST/portugal;http://eurovoc.europa.eu/2563;Portugal;EU Member State| EU Member State| EU Member State;E
Europe| Europa Island| Southern Europe;Portugal;http://linkeddata.ge.imati.cnr.it/resource/ThIST/portugal;http://eurovoc.europa.eu/2563;Portugal;NATO countries| NATO countries| NATO countries;E
Europe| Europa Island| Southern Europe;Portugal;http://linkeddata.ge.imati.cnr.it/resource/ThIST/portugal;http://eurovoc.europa.eu/2563;Portugal;OECD countries| OECD countries| OECD countries;E
Europe| Europa Island| Southern Europe;Portugal;http://linkeddata.ge.imati.cnr.it/resource/ThIST/portugal;http://eurovoc.europa.eu/2563;Portugal;Southern Europe| Southern Europe| Southern Europe;E
Europe| Europa Island| Southern Europe;Portugal;http://linkeddata.ge.imati.cnr.it/resource/ThIST/portugal;http://eurovoc.europa.eu/2563;Portugal;WEU countries| WEU countries| WEU countries;E
Europe| Europa Island| Southern Europe;Romania;http://linkeddata.ge.imati.cnr.it/resource/ThIST/romania;http://eurovoc.europa.eu/3763;Romania;Council of Europe countries| Council of Europe countries| Council of Europe countries;E
Europe| Europa Island| Southern Europe;Romania;http://linkeddata.ge.imati.cnr.it/resource/ThIST/romania;http://eurovoc.europa.eu/3763;Romania;EU Member State| EU Member State| EU Member State;E
Europe| Europa Island| Southern Europe;Romania;http://linkeddata.ge.imati.cnr.it/resource/ThIST/romania;http://eurovoc.europa.eu/3763;Romania;Eastern Europe| Eastern Europe| Eastern Europe;E
Europe| Europa Island| Southern Europe;Romania;http://linkeddata.ge.imati.cnr.it/resource/ThIST/romania;http://eurovoc.europa.eu/3763;Romania;NATO countries| NATO countries| NATO countries;E
Europe| Europa Island| Southern Europe;Romania;http://linkeddata.ge.imati.cnr.it/resource/ThIST/romania;http://eurovoc.europa.eu/3763;Romania;Warsaw Pact countries| Warsaw Pact countries| Warsaw Pact countries;E
Europe| Europa Island| Southern Europe;Slovenia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/slovenija1991-;http://eurovoc.europa.eu/5898;Slovenia;Council of Europe countries| Council of Europe countries| Council of Europe countries;E
Europe| Europa Island| Southern Europe;Slovenia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/slovenija1991-;http://eurovoc.europa.eu/5898;Slovenia;EU Member State| EU Member State| EU Member State;E
Europe| Europa Island| Southern Europe;Slovenia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/slovenija1991-;http://eurovoc.europa.eu/5898;Slovenia;Eastern Europe| Eastern Europe| Eastern Europe;E
Europe| Europa Island| Southern Europe;Slovenia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/slovenija1991-;http://eurovoc.europa.eu/5898;Slovenia;NATO countries| NATO countries| NATO countries;E
Europe| Europa Island| Southern Europe;Serbia and Montenegro;http://linkeddata.ge.imati.cnr.it/resource/ThIST/srbija-crnagora;http://eurovoc.europa.eu/5746;Montenegro;CEFTA countries| CEFTA countries| CEFTA countries;E
Europe| Europa Island| Southern Europe;Serbia and Montenegro;http://linkeddata.ge.imati.cnr.it/resource/ThIST/srbija-crnagora;http://eurovoc.europa.eu/5746;Montenegro;Council of Europe countries| Council of Europe countries| Council of Europe countries;E
