oBT,oNT,oRT,o,oPrefLabel,oAltLabels
non-conventional energy,,,http://www.eionet.europa.eu/gemet/concept/9335,wind power,
forest| forest| forest| forest| forest,temperate woodland| mixed woodland| coniferous wood| deciduous wood| Mediterranean wood,tree| tree| tree| tree| tree,http://www.eionet.europa.eu/gemet/concept/9349,wood,
animal textile fibre,,,http://www.eionet.europa.eu/gemet/concept/9363,wool,
ionising radiation,,,http://www.eionet.europa.eu/gemet/concept/9398,X ray,
transition element,,,http://www.eionet.europa.eu/gemet/concept/9412,zinc,
planning measure| planning measure,economic zoning| industrial zoning,ecozone| ecozone,http://www.eionet.europa.eu/gemet/concept/9417,zoning,
cultural facility,,,http://www.eionet.europa.eu/gemet/concept/9422,zoological garden,
life science,ornithology,,http://www.eionet.europa.eu/gemet/concept/9425,zoology,
element of group III| element of group III,,semiconductor| semi-metal,http://www.eionet.europa.eu/gemet/concept/965,boron,
cultural facility,,,http://www.eionet.europa.eu/gemet/concept/969,botanical garden,
life science| life science| life science| life science| life science| life science,dendrochronology| dendrochronology| phytosociology| phytosociology| mycology| mycology,plant biology| plant physiology| plant biology| plant physiology| plant biology| plant physiology,http://www.eionet.europa.eu/gemet/concept/971,botany,
atmospheric layering,,border,http://www.eionet.europa.eu/gemet/concept/976,boundary layer,
surface water,,,http://www.eionet.europa.eu/gemet/concept/984,brackish water,
seismic activity,,,http://www.eionet.europa.eu/gemet/concept/986,bradyseism,
