sBT,sNT,sRT,s,sPrefLabel,sAltLabels,o
Mesozoic,Upper Triassic| Anisian| Lower Anisian| Middle Triassic| Rhaetian| Upper Anisian| Muschelkalk| Keuper| Scythian| Norian| Lower Triassic| Carnian| Ladinian| Cordevolian| Werfenian,Formazione di Werfen| Dolomia della Mendola| Voltago Conglomerate| Mufara Formation| Calcare del Predil| Calcare Massiccio| Dolomia del Wetterstein| Calcari di Gallaneto| Escalaplano Formation| Calcare di Recoaro| Brecce di Ugovizza| Portoro| Formazione di Wengen| Calcare di Esino| Brecce di Seravezza| Formazione della Verruca| Tacchi| Calcare Cavernoso| Dolomia Principale| Grezzoni| Noto Formation| Tufi a Pachycardie| Ambata Formation| Burano| Sciacca Formation| Calcare del Latemar| Punta su Nuraxi Formation| Formazione di San Cassiano| Calcare di Perledo-Varenna| Marne a Voltzia| Calcare di Dachstein| New Red Sandstone| Calcare Metallifero Bergamasco| Conglomerato di Richtofen| Formazione di La Spezia| Calcare di Monte Spitz| Formazione Muschelkalk| Verrucano Appenninico| Buntsandstein| Alleghany Orogeny| Calcare di Rio Conzen| Servino| Formazione di Castro Sebino| Dolomia a Conchodon,http://linkeddata.ge.imati.cnr.it/resource/ThIST/triassico,Triassic,,http://dbpedia.org/resource/Category:Triassic
Africa| Libya| North Africa,,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/tripolitania,Tripolitania,,http://dbpedia.org/resource/Category:Tripolitania
metals| rare earths,,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/tulio,thulium,,http://dbpedia.org/resource/Category:Thulium
,,taiga environment| soils| revegetation| plains| permafrost| geomorphology| landforms| palsas| ecology,http://linkeddata.ge.imati.cnr.it/resource/ThIST/tundra,tundra,,http://dbpedia.org/resource/Category:Tundra
,ferberite| huebnerite| minerals| stolzite| russellite| scheelite| wolframite,molybdates,http://linkeddata.ge.imati.cnr.it/resource/ThIST/tungstati,tungstates,,http://dbpedia.org/resource/Category:Tungstates
metals,,tungsten ores,http://linkeddata.ge.imati.cnr.it/resource/ThIST/tungsteno,tungsten,,http://dbpedia.org/resource/Category:Tungsten
Africa| North Africa| Tunis Tunisia| Tunisia,Tunis Tunisia| Tunisia,Mediterranean region| Maghreb| Atlas Mountains| Sahara,http://linkeddata.ge.imati.cnr.it/resource/ThIST/tunis,Tunis Tunisia,,http://dbpedia.org/resource/Category:Tunisia
Africa| North Africa| Tunis Tunisia| Tunisia,Tunis Tunisia| Tunisia,Mediterranean region| Maghreb| Atlas Mountains| Sahara,http://linkeddata.ge.imati.cnr.it/resource/ThIST/tunis,Tunisia,,http://dbpedia.org/resource/Category:Tunisia
USSR,,Turkmenistan| Kyrgyzstan| Tajikistan| Uzbekistan| Afghanistan,http://linkeddata.ge.imati.cnr.it/resource/ThIST/turkestan,Turkestan,,http://dbpedia.org/resource/Category:Turkestan
Middle East| Asia,Konya Turkey| Bosporus| Taurus Mountains| Smyrna| Ankara Turkey| Zonguldak Turkey| Cappadocia| Istanbul Turkey| Turkish Aegean region| Anatolia,Dardanelles| Eufrate River| Mediterranean region| Black Sea region| Pontic Mountains| Near East| Balkan Peninsula| Tigris River| Mount Ararat| Lake Van| Sea of Marmara| Thrace,http://linkeddata.ge.imati.cnr.it/resource/ThIST/turkiye,Turkey,,http://dbpedia.org/resource/Category:Turkey
Commonwealth of Independent States| Asia,Ashgabat Turkmenistan,Turkestan| USSR| Caspian Basin,http://linkeddata.ge.imati.cnr.it/resource/ThIST/turkmenistan,Turkmenistan,,http://dbpedia.org/resource/Category:Turkmenistan
East Africa,Kampala Uganda,East African Rift| Lake Victoria| Lake Albert| Nile River,http://linkeddata.ge.imati.cnr.it/resource/ThIST/uganda,Uganda,,http://dbpedia.org/resource/Category:Uganda
Commonwealth of Independent States| Europe| Europa Island,Crimea Ukraine| Volhynia| Kiev Ukraine| Transcarpathia Ukraine,Carpathians| Donets Basin| Brest Basin| Danube Delta| Black Sea region| Danube River Basin| Carpathian Foredeep| Danube River| USSR| Dnieper Basin| Scythian Platform| Russian Platform| European Platform| Carpathian Foreland| Dniester-Prut Interfluve| Danube Valley,http://linkeddata.ge.imati.cnr.it/resource/ThIST/ukrayina,Ukraine,,http://dbpedia.org/resource/Category:Ukraine
Middle East| Arabian Peninsula| Asia,Muscat Oman,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/uman,Oman,,http://dbpedia.org/resource/Category:Oman
,,meteorology| winds| geologic hazards| natural hazards| storms| catastrophes| monsoons,http://linkeddata.ge.imati.cnr.it/resource/ThIST/uragano,hurricanes,,http://dbpedia.org/resource/Category:Hurricanes
metals| actinides,U-238| U-238/Th-230| U-235| U-234| U-238/U-234| U-238/Pb-206| U-234/Th-230| U-238/Pb-204| U-238/U-235,lithophile elements| U/He| uranium disequilibrium| radioactive minerals| radium| U/Pb| U/Th/Pb| Th/U| isotopes| uranium ores| Io/U,http://linkeddata.ge.imati.cnr.it/resource/ThIST/uranio,uranium,,http://dbpedia.org/resource/Category:Uranium
planets| outer planets,,satellites| Oberon Satellite| planetary rings| Umbriel Satellite| solar system| planetology| coronae| Titania Satellite| Voyager 2| Ariel Satellite| Miranda Satellite,http://linkeddata.ge.imati.cnr.it/resource/ThIST/urano,Uranus,,http://dbpedia.org/resource/Category:Uranus
,,urban environment| industrial areas| environmental geology| conservation| urban planning| land use| land preservation| rural areas,http://linkeddata.ge.imati.cnr.it/resource/ThIST/urbanizzazione,urbanization,,http://dbpedia.org/resource/Category:Urbanization
South America| Latin America,Montevideo Uruguay,Rio Uruguay| Rio de la Plata| Uruguay River Basin,http://linkeddata.ge.imati.cnr.it/resource/ThIST/uruguay,Uruguay,,http://dbpedia.org/resource/Category:Uruguay
,structural valley| river valley| glacial valleys| gorges,rilles| submarine valleys| tributaries| hanging valleys| glacial features| buried valleys| erosion| poljes| geomorphology| watersheds| furrows| Rijeka Croatia| rivers| landforms| dry valleys| erosion features| torrents| glacial geology| canyons| fluvial features,http://linkeddata.ge.imati.cnr.it/resource/ThIST/valle,valleys,,http://dbpedia.org/resource/Category:Valleys
Malta,,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/valletta,Valletta,,http://dbpedia.org/resource/Category:Valletta
,,economic geology| economics| productive capacity| mining geology| ore grade,http://linkeddata.ge.imati.cnr.it/resource/ThIST/valutazionedigiacimento,evaluation,,http://dbpedia.org/resource/Category:Evaluation
,,morphology| shells,http://linkeddata.ge.imati.cnr.it/resource/ThIST/valva,valves,,http://dbpedia.org/resource/Category:Valves
,mottramite| descloizite| minerals| francevillite| vanadinite| carnotite,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/vanadati,vanadates,,http://dbpedia.org/resource/Category:Vanadates
metals,,vanadium ores,http://linkeddata.ge.imati.cnr.it/resource/ThIST/vanadio,vanadium,,http://dbpedia.org/resource/Category:Vanadium
Melanesia| Oceania,Port-Vila Vanuatu,islands| Pacific Ocean,http://linkeddata.ge.imati.cnr.it/resource/ThIST/vanuatu,Vanuatu,,http://dbpedia.org/resource/Category:Vanuatu
,seismic velocity,stacking| kinematics| vibration| kinetics| flows| acceleration| Conrad discontinuity| half-space| velocity structure| ray tracing,http://linkeddata.ge.imati.cnr.it/resource/ThIST/velocita,velocity,,http://dbpedia.org/resource/Category:Velocity
,quartz veins,dikes| mineral deposits| host rocks| country rocks| wall-rocks| segregated vein| apophysis| fractures| vein systems| intrusions,http://linkeddata.ge.imati.cnr.it/resource/ThIST/vena,veins,,http://dbpedia.org/resource/Category:Veins
,,economics| import value| export value| production value,http://linkeddata.ge.imati.cnr.it/resource/ThIST/vendita,sales,,http://dbpedia.org/resource/Category:Sales
terrestrial planets| planets,Aphrodite Terra,tesserae| landing sites| solar system| planetology| coronae,http://linkeddata.ge.imati.cnr.it/resource/ThIST/venere,Venus,,http://dbpedia.org/resource/Category:Venus
South America| Latin America,Venezuelan Andes| Caracas,Orinoco River| Andes| Orinoco River Basin| Amazon River Basin| Guayanas Massif,http://linkeddata.ge.imati.cnr.it/resource/ThIST/venezuela,Venezuela,,http://dbpedia.org/resource/Category:Venezuela
,,climate| cyclones| meteorology| hurricanes| air| wind transport| wind action| eolian features| circulation| eolian deposit| storms| wind energy| wind erosion| Foehn,http://linkeddata.ge.imati.cnr.it/resource/ThIST/vento,winds,,http://dbpedia.org/resource/Category:Winds
Chordata,Tetrapoda| Proboscidea| Therapsida| Proteutheria| Embrithopoda| Elephas| Rhinocerotidae| Lacertilia| Suidae| Proganosauria| Pyrotheria| Elephantidae| Rhynchosauria| Camelidae| Marsupialia| Ursus| Cynodontia| Neotoma| Symmetrodonta| Crocodilia| Osteichthyes| Homo| Holostei| Smilodon| Notoungulata| Lepidosauria| Pithecanthropus| Ungulata| Pterosauria| Homo sapiens| Eosuchia| Diapsida| Pliomys| Araeoscelidia| Stegodon| Australopithecus| Chiroptera| Diprotodonta| Rhipidistia| Muridae| Hyracoidea| Tillodontia| Actinistia| Mastodon| Placodontia| Castoridae| Tubulidentata| Amblypoda| Theria| Suiformes| Taeniodonta| Pelycosauria| Ceratopsia| Mesosauria| Coelodonta antiquitatis| Crossopterygii| Mustelidae| Amiidae| Bison| Desmostylia| Bos primigenius| Metatheria| Brachiopterygii| Creodonta| Acreodi| Ceratomorpha| Mammuthus primigenius| Cervus| Deinotherioidea| Acanthodes| Carnivora| Fissipeda| Chondrichthyes| Australopithecinae| Plesiosauria| Archaeopteryx| Rodentia| Arthrodira| Mammalia| Ceratopsidae| Bovidae| Litopterna| Elasmobranchii| Pongidae| Thecodontia| Cetacea| pre-Neanderthal| Hystricomorpha| Pholidota| Neanderthal| Acanthodii| Mosasauridae| Protoselachii| Hippopotamus| Felidae| Cervidae| Teleostei| Anapsida| Mastodontoidea| Mammuthus| Moeritherioidea| Platyrrhina| Tylopoda| Sauropoda| Microtus| Allophaiomys| Prosimii| Nothosauria| Homo habilis| Chelonia| Cercopithecidae| Anura| Dinosauria| Pantodonta| Condylarthra| Astrapotheria| Labyrinthodontia| Agnatha| Hadrosauridae| Saurischia| Captorhinomorpha| Pteranodon| Perissodactyla| Halecostomi| Sciuromorpha| Ramapithecus| Eutheria| Holocephali| Temnospondyli| Canidae| Heterostraci| Cotylosauria| Primates| Theropoda| Ichthyosaurus| Cyprinidae| Teleosauridae| Paranthropus| Pantotheria| Dipnoi| Nomarthra| Insectivora| Homo erectus| Macroscelida| carnivorous taxa| Ursidae| Chondrostei| Sirenia| Anuromorpha| Ursus spelaeus| Scandentia| Trilophosauria| Lagomorpha| Edentata| Lissamphibia| Euselachii| Hominidae| Odontornithes| Myomorpha| Sauropterygia| Hyaenidae| Barytherioidea| Gliridae| Docodonta| Pelomedusidae| Multituberculata| Elephas antiquus| Ruminantia| Amphibia| Equus| Pisces| Aves| Actinopterygii| Eubradyodonti| Mastodontidae| Ornithischia| Arctocyonia| Synapsida| Elephantoidea| Ceratodi| Canis| Monotremata| Anagalida| Artiodactyla| Archaeornithes| Triconodonta| Archosauria| Equidae| Hipparion| Lystrosaurus| Bos| Bradyodonti| Xenungulata| Dinocerata| Lepospondyli| Squamata| Pinnipedia| Selachii| Pareiasauria| Hippomorpha| Arvicolidae| Dermoptera| Placodermi| Macropodidae| Neornithes| Ichthyosauria| Cricetidae| Reptilia,extremities| jaws| bones| paleozoology| skulls| spinal column| fossil man| nervous system| skeletons| teeth| coprolites,http://linkeddata.ge.imati.cnr.it/resource/ThIST/vertebrata,Vertebrata,,http://dbpedia.org/resource/Category:Vertebrata
Far East| Asia,Ha Noi,Mekongk River Basin| Mekogk River| Indochina,http://linkeddata.ge.imati.cnr.it/resource/ThIST/vietnam,Vietnam,,http://dbpedia.org/resource/Category:Vietnam
Lithuania,,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/vilnius,Vilnius,,http://dbpedia.org/resource/Category:Vilnius
,,effusion| elastoviscoplastic materials| viscoelastic materials| plasticity| viscosity coefficient| viscous materials| viscoplastic materials| viscoelasticity| needles| lava| drilling mud| deformation| rheology| flow mechanism| magmas,http://linkeddata.ge.imati.cnr.it/resource/ThIST/viscosita,viscosity,,http://dbpedia.org/resource/Category:Viscosity
Europe| Europa Island| Central Europe| Germany,,Saxony Germany,http://linkeddata.ge.imati.cnr.it/resource/ThIST/vogtland,Vogtland,,http://dbpedia.org/resource/Category:Vogtland
Europe| Europa Island| Southern Europe,,Yugoslavia,http://linkeddata.ge.imati.cnr.it/resource/ThIST/vojvodina,Vojvodina,,http://dbpedia.org/resource/Category:Vojvodina
,,specific gravity| specific surface| sediment yield,http://linkeddata.ge.imati.cnr.it/resource/ThIST/volume,volume,,http://dbpedia.org/resource/Category:Volume
,,volcanology| eruption types| intraplate processes| volcanic risk| aa lava| heat sources| volcanic rocks| volcanotectonics| ash falls| volcanic fields| vulcanian-type eruptions| volcanoes| submarine volcanoes| volcanic centers| shield volcanoes| maars| cinder cone| cauldrons| pahoehoe| calderas| cinder| ejecta| pyroclastic flows| mid-ocean ridges| volcanic necks| sublimates| magmatism| solfataras| phreatomagmatism| ash flows| lava| magmatic province| strombolian-type eruptions| paroxysm| lahars| volcanic earthquakes| quiescence| cinder cones| volcanic island| base surges| volcanic processes| breccia pipes| eruptions| volcanic cones| volcanic zones| fumaroles| nuees ardentes| periodicity| volcanic features| volcano-tectonic depression,http://linkeddata.ge.imati.cnr.it/resource/ThIST/vulcanismo,volcanism,,http://dbpedia.org/resource/Category:Volcanism
volcanic features,stratovolcanoes| submarine volcanoes| shield volcanoes,volcanology| mud volcanoes| intraplate processes| hystorical eruption| Stromboli| plugs| volcanic rocks| ash falls| volcanic belts| volcanic gase| volcanic centers| vents| eruptive cycles| calderas| volcanism| volcanic necks| Pico| needles| geomorphology| sublimates| geologic hazards| Kilauea| lava| pipes| paroxysm| polygenetic| Krakatoa| volcanic earthquakes| quiescence| cinder cones| base surges| Isole Eolie| Mount Kenya| volcanic domes| breccia pipes| eruptions| volcanic zones| domes| hot spots| nuees ardentes| Mount Pelee,http://linkeddata.ge.imati.cnr.it/resource/ThIST/vulcano,volcanoes,,http://dbpedia.org/resource/Category:Volcanoes
,,tilt| eruption types| mud volcanoes| intraplate processes| craters| tiltmeters| hystorical eruption| petrology| bibliography| volcanic rocks| volcanotectonics| ash falls| volcanic fields| vulcanian-type eruptions| clinometers| volcanoes| submarine volcanoes| volcanic centers| orogeny| maars| vents| cauldrons| eruptive cycles| calderas| ejecta| volcanism| plate tectonics| volcanic necks| continental drift| magmatism| phreatomagmatism| ash flows| lava| magmatic province| extrusive rocks| lava flows| strombolian-type eruptions| tectonics| igneous rocks| Vesuvius Observatory Italy| volcanic earthquakes| observatories| volcanic island| atmosphere| catalogs| volcanic processes| crust| eruptions| fumaroles| magmas| periodicity| volcanic features| seismology| intrusions,http://linkeddata.ge.imati.cnr.it/resource/ThIST/vulcanologia,volcanology,,http://dbpedia.org/resource/Category:Volcanology
Europe| Europa Island| Central Europe| Germany,,Lower Saxony Germany| Hesse Germany,http://linkeddata.ge.imati.cnr.it/resource/ThIST/westfalia,Westphalia,,http://dbpedia.org/resource/Category:Westphalia
computers,,minicomputers| data processing| microcomputers,http://linkeddata.ge.imati.cnr.it/resource/ThIST/workstation,workstations,,http://dbpedia.org/resource/Category:Workstations
