oBT,oNT,oRT,o,oPrefLabel,oAltLabels
Spartina,,,http://aims.fao.org/aos/agrovoc/c_34748,Spartina alterniflora,
Nonmetals| Nonmetals| Nonmetals| Nonmetals,Fluorine| Iodine| Chlorine| Bromine,,http://aims.fao.org/aos/agrovoc/c_3477,Halogens,
physical phenomena,,,http://aims.fao.org/aos/agrovoc/c_34771,Liquefaction,
International agreements| International organizations| International agreements| International organizations| International agreements| International organizations| International agreements| International organizations| International agreements| International organizations| International agreements| International organizations,,,http://aims.fao.org/aos/agrovoc/c_34779,European Union,EU| EU| EEC| EEC| European Common Market| European Common Market| European Economic Area| European Economic Area| European Communities| European Communities| European Economic Communities| European Economic Communities
Old Laender,,,http://aims.fao.org/aos/agrovoc/c_3480,Hamburg,
Halogenated hydrocarbons| organic compounds,,,http://aims.fao.org/aos/agrovoc/c_34806,Chlorofluorocarbons,
petroleum| fuels,,,http://aims.fao.org/aos/agrovoc/c_34813,Diesel oil,
climate change,,,http://aims.fao.org/aos/agrovoc/c_34836,Global warming,
Inorganic compounds,,,http://aims.fao.org/aos/agrovoc/c_349,Ammonia,Ammonium hydroxide
chemicals,,,http://aims.fao.org/aos/agrovoc/c_34931,buffers,
pollution control| pollution control,Biosorption (bioremediation)| phytoremediation,,http://aims.fao.org/aos/agrovoc/c_35028,Bioremediation,
Atmosphere,,,http://aims.fao.org/aos/agrovoc/c_35033,stratosphere,
Atmosphere,,,http://aims.fao.org/aos/agrovoc/c_35034,troposphere,
Inorganic acid salts,Borax,,http://aims.fao.org/aos/agrovoc/c_35036,Borates,
Civil engineering| Civil engineering| Civil engineering,Well construction| Building construction| Road construction,,http://aims.fao.org/aos/agrovoc/c_35060,Construction,
minerals,,,http://aims.fao.org/aos/agrovoc/c_35108,feldspar,felspar
Fungal spores,,,http://aims.fao.org/aos/agrovoc/c_35124,Zoospores,
site,waste landfills,,http://aims.fao.org/aos/agrovoc/c_35171,Landfills,
organic structures,,,http://aims.fao.org/aos/agrovoc/c_35193,Sporangia,
monkeys,,,http://aims.fao.org/aos/agrovoc/c_35205,Macaca,Macaques
energy exchange| energy exchange| energy exchange| energy exchange,Heat recovery| Convection| Heat recovery| Convection,,http://aims.fao.org/aos/agrovoc/c_3521,Heat transfer,Heat exchange| Heat exchange| Thermal diffusion| Thermal diffusion
Mechanics,,,http://aims.fao.org/aos/agrovoc/c_35219,Kinematics,
Physics| Physics| Physics| Physics| Physics| Physics,rock mechanics| Kinematics| soil mechanics| Vibration| Fluid mechanics| Dynamics,,http://aims.fao.org/aos/agrovoc/c_35220,Mechanics,
wastes| wastes| wastes| wastes| wastes| wastes| wastes| wastes,Logging wastes| Fish wastes| Garden wastes| Agricultural wastes| Logging wastes| Fish wastes| Garden wastes| Agricultural wastes,,http://aims.fao.org/aos/agrovoc/c_35237,Organic wastes,Green wastes| Green wastes| Green wastes| Green wastes| Biological wastes| Biological wastes| Biological wastes| Biological wastes
wastes,,,http://aims.fao.org/aos/agrovoc/c_35240,Household wastes,Domestic wastes
China,,,http://aims.fao.org/aos/agrovoc/c_3525,Hebei,Hopei
Analytical methods,,,http://aims.fao.org/aos/agrovoc/c_35284,Qualitative analysis,Qualitative analytical techniques
socioeconomic development| socioeconomic development,,,http://aims.fao.org/aos/agrovoc/c_35332,Sustainable development,Sustainable economic development| Ecodevelopment
Waste management,Wastewater treatment,,http://aims.fao.org/aos/agrovoc/c_35352,Waste treatment,
Soil water balance,Subsurface runoff,,http://aims.fao.org/aos/agrovoc/c_35388,Runoff,
pesticides| pesticides| pesticides| pesticides| pesticides| pesticides| pesticides| pesticides| pesticides| pesticides,Selective herbicides| Herbicide selectivity| arboricides| Oxyfluorfen| Algicides| Selective herbicides| Herbicide selectivity| arboricides| Oxyfluorfen| Algicides,Defoliants| Defoliants| Defoliants| Defoliants| Defoliants| Defoliants| Defoliants| Defoliants| Defoliants| Defoliants,http://aims.fao.org/aos/agrovoc/c_3566,Herbicides,Weed killers| Weed killers| Weed killers| Weed killers| Weed killers| Brush killers| Brush killers| Brush killers| Brush killers| Brush killers
measure| measure,Benefit-cost ratio| State level performance,Market prices| Market prices,http://aims.fao.org/aos/agrovoc/c_35691,economic value,Economic importance| Economic importance
Caprinae| Caprinae,Capra ibex| Capra pyrenaica,,http://aims.fao.org/aos/agrovoc/c_35822,Capra,
Hemiptera| Hemiptera| Hemiptera| Hemiptera| Hemiptera| Hemiptera| Hemiptera| Hemiptera| Hemiptera| Hemiptera| Hemiptera| Hemiptera| Hemiptera| Hemiptera| Hemiptera| Hemiptera| Hemiptera| Hemiptera| Hemiptera| Hemiptera| Hemiptera| Hemiptera| Hemiptera| Hemiptera| Hemiptera| Hemiptera| Hemiptera| Hemiptera| Hemiptera| Hemiptera| Hemiptera| Hemiptera| Hemiptera| Hemiptera| Hemiptera| Hemiptera| Hemiptera| Hemiptera,Reduviidae| Cimicidae| Rhopalidae| Nepidae| Berytidae| Piesmatidae| Anthocoridae| Aradidae| Tingidae| Pyrrhocoridae| Gerridae| Miridae| Notonectidae| Nabidae| Coreidae| Veliidae| Cydnidae| Lygaeidae| Pentatomidae| Reduviidae| Cimicidae| Rhopalidae| Nepidae| Berytidae| Piesmatidae| Anthocoridae| Aradidae| Tingidae| Pyrrhocoridae| Gerridae| Miridae| Notonectidae| Nabidae| Coreidae| Veliidae| Cydnidae| Lygaeidae| Pentatomidae,,http://aims.fao.org/aos/agrovoc/c_3585,Heteroptera,bugs| bugs| bugs| bugs| bugs| bugs| bugs| bugs| bugs| bugs| bugs| bugs| bugs| bugs| bugs| bugs| bugs| bugs| bugs| true bugs| true bugs| true bugs| true bugs| true bugs| true bugs| true bugs| true bugs| true bugs| true bugs| true bugs| true bugs| true bugs| true bugs| true bugs| true bugs| true bugs| true bugs| true bugs
Anseriformes| Anseriformes,Cairina| Anas,,http://aims.fao.org/aos/agrovoc/c_35883,Anatidae,
Inorganic compounds| Inorganic compounds| Inorganic compounds,Phosphates (salts)| Phosphates (esters)| Ascorbyl phosphate,,http://aims.fao.org/aos/agrovoc/c_35986,Phosphates,
Biometry,,,http://aims.fao.org/aos/agrovoc/c_36003,Anthropometry,
Oxygen,,,http://aims.fao.org/aos/agrovoc/c_36106,Dissolved oxygen,
physiographic features| physiographic features| physiographic features| physiographic features| physiographic features| physiographic features| physiographic features| physiographic features| physiographic features| physiographic features| physiographic features| physiographic features| physiographic features| physiographic features| physiographic features| physiographic features| physiographic features| physiographic features,Plateaux| mountain ranges| mountains| Plateaux| mountain ranges| mountains| Plateaux| mountain ranges| mountains| Plateaux| mountain ranges| mountains| Plateaux| mountain ranges| mountains| Plateaux| mountain ranges| mountains,,http://aims.fao.org/aos/agrovoc/c_3614,highlands,Hills| Hills| Hills| Downs| Downs| Downs| Foothills| Foothills| Foothills| Mountain areas| Mountain areas| Mountain areas| Upland areas| Upland areas| Upland areas| mountainous areas| mountainous areas| mountainous areas
Radiation,laser beams,,http://aims.fao.org/aos/agrovoc/c_36146,Electromagnetic radiation,
India,,,http://aims.fao.org/aos/agrovoc/c_3618,Himachal Pradesh,
Malacostraca| Malacostraca| Malacostraca,Gammarus| Amphipoda (224XXXXXXX)| Pallasea,,http://aims.fao.org/aos/agrovoc/c_362,Amphipoda,
mountain ranges,,,http://aims.fao.org/aos/agrovoc/c_36208,Alps,
physical phenomena,,,http://aims.fao.org/aos/agrovoc/c_36228,Condensation,
phenomena,,,http://aims.fao.org/aos/agrovoc/c_36230,Spatial distribution,
Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia| Bivalvia,Gafrarium dispar| Chione gnidia| Venerupis aurea| Dosinia orbignyi| Ruditapes variegatus| Ventricolaria rigida| Pitar rostratus| Eumarcia paupercula| Marcia flammea| Ameghinomya antiqua| Protothaca thaca| Katelysia japonica| Paphia undulata| Gomphina aequilatera| Protothaca grata| Dosinia dunkeri| Venus foliaceolamellosa| Paphia semirugata| Tivela stultorum| Veneridae (31611XXXXX)| Ventricolaria isocardia| Callista chione| Meretrix casta| Megapitaria aurantiaca| Mercenaria campechiensis| Dosinia ponderosa| Gafrarium divaricatum| Chione cancellata| Chione stutchburyi| Tivela mactroides| Pitar citrinus| Protothaca pectorina| Paphia gallus| Venerupis dura| Chione subrugosa| Periglypta puerpera| Pitar fulminatus| Pitar rudis| Pitar tumens| Venerupis rhomboides| Meretrix petechialis| Tapes dorsatus| Chione undatella| Anomalocardia brasiliana| Dosinia japonica| Cyclina sinensis| Meretrix lyrata| Pitar callicomatus| Saxidomus nuttalli| Periglypta clathrata| Lioconcha ornata| Protothaca staminea| Chione kellettii| Katelysia marmorata| Protothaca asperrima| Gafrarium tumidum| Sunetta truncata| Pitar pellucidus| Eurhomalea exalbida| Dosinia exoleta| Venerupis corrugata| Pitar dione| Meretrix lusoria| Tapes literatus| Chione paphia| Meretrix meretrix| Venus verrucosa| Tivela lessonii| Periglypta listeri| Circomphalus rosalina| Amiantis purpurata| Protothaca tenerrima| Tawera gayi| Macrocallista maculata| Saxidomus purpurata| Circentia callipyga| Periglypta multicostata| Lioconcha castrensis| Eurhomalea rufa| Chamelea gallina| Chione fluctifraga| Saxidomus giganteus| Ruditapes philippinarum| Tivela byronensis| Paphia textile| Chione californiensis| Sunetta menstrualis| Katelysia hiantina| Periglypta reticulata| Circe scripta| Tivela planulata| Placamen tiara| Tivela tripla| Dosinia lupinus| Gafrarium pectinatum| Mercenaria mercenaria| Marcia opima| Venerupis pullastra| Tapes belcheri| Pitar unicolor| Macrocallista nimbosa| Megapitaria squalida| Anomalocardia squamosa| Chione compta| Ruditapes decussatus| Tivela ventricosa| Protothaca columbiensis| Circomphalus casinus,,http://aims.fao.org/aos/agrovoc/c_36330,Veneridae,
Social sciences,,,http://aims.fao.org/aos/agrovoc/c_3635,History,Historical aspects
Genetic soil types,,,http://aims.fao.org/aos/agrovoc/c_3636,Histosols,
organic compounds| organic compounds| organic compounds,Iridoids| steroids| Terpenoids,,http://aims.fao.org/aos/agrovoc/c_36399,Isoprenoids,
Decapoda| Decapoda| Decapoda,Homarus gammarus| Homarus capensis| Homarus americanus,,http://aims.fao.org/aos/agrovoc/c_3646,Homarus,
processing,,,http://aims.fao.org/aos/agrovoc/c_3648,Homogenization,
Central America,,,http://aims.fao.org/aos/agrovoc/c_3651,Honduras,Republic of Honduras
Standardizing| Standardizing,,,http://aims.fao.org/aos/agrovoc/c_36549,Calibration,
East Asia,,,http://aims.fao.org/aos/agrovoc/c_3657,Hong Kong,
Polar regions| Polar regions,,,http://aims.fao.org/aos/agrovoc/c_36576,Arctic region,North Polar Region| Arctic
Integument,,,http://aims.fao.org/aos/agrovoc/c_3665,Horns,
information services,world wide web,,http://aims.fao.org/aos/agrovoc/c_36661,internet,
Inorganic acid salts| Arsenic compounds,,,http://aims.fao.org/aos/agrovoc/c_36718,arsenates,
methods| methods| methods| methods| methods| methods| methods| methods| methods| methods| methods| methods,Echography| Satellite imagery| Photography| Multispectral imagery| Magnetic resonance imaging| Photointerpretation| Echography| Satellite imagery| Photography| Multispectral imagery| Magnetic resonance imaging| Photointerpretation,,http://aims.fao.org/aos/agrovoc/c_36760,Imagery,Computer vision| Computer vision| Computer vision| Computer vision| Computer vision| Computer vision| Landsat images| Landsat images| Landsat images| Landsat images| Landsat images| Landsat images
Satellites,,,http://aims.fao.org/aos/agrovoc/c_36766,Landsat,
Baffin Bay,,,http://aims.fao.org/aos/agrovoc/c_3681,Hudson Bay,
ecology,,,http://aims.fao.org/aos/agrovoc/c_3682,human ecology,
minerals,,,http://aims.fao.org/aos/agrovoc/c_36851,Pumice,
minerals,,,http://aims.fao.org/aos/agrovoc/c_36852,Quartz,
Podzols,,,http://aims.fao.org/aos/agrovoc/c_36874,Spodosols,
measure,relative humidity,,http://aims.fao.org/aos/agrovoc/c_3689,humidity,
application rates| application rates| application rates| application rates,Overdose| Median lethal dose (ld50)| Lethal dose| Median effective dose (ed50),,http://aims.fao.org/aos/agrovoc/c_36906,Dosage,
Separating| Separating,mining| Solvent extraction,,http://aims.fao.org/aos/agrovoc/c_36910,Extraction,
soil organic matter| soil organic matter| soil organic matter| soil organic matter| soil organic matter,leaf mould| leaf mould| leaf mould| leaf mould| leaf mould,,http://aims.fao.org/aos/agrovoc/c_3693,Humus,Mor| Mull| Humin| Humic substances| Moder
chemicophysical properties,,,http://aims.fao.org/aos/agrovoc/c_36930,Stability,
land use,,,http://aims.fao.org/aos/agrovoc/c_36936,Zoning,
Analytical methods,,,http://aims.fao.org/aos/agrovoc/c_36937,Voltammetry,
Eastern Europe,,,http://aims.fao.org/aos/agrovoc/c_3695,Hungary,Hungarian People's Republic
breeding methods| breeding methods| breeding methods| breeding methods| breeding methods,Interspecific hybridization| Intraspecific hybridization| Artificial hybridization| Intergeneric hybridization| Somatic hybridization,Molecular hybridization| Molecular hybridization| Molecular hybridization| Molecular hybridization| Molecular hybridization,http://aims.fao.org/aos/agrovoc/c_3706,Hybridization,Hybridizing| Hybridizing| Hybridizing| Hybridizing| Hybridizing
processing,Reconstitution,,http://aims.fao.org/aos/agrovoc/c_3712,Hydration,
organic compounds| organic compounds| organic compounds| organic compounds| organic compounds| organic compounds| organic compounds| organic compounds| organic compounds| organic compounds,Halogenated hydrocarbons| Isoprene| alkanes| Methane| Ketamine| Fluorinated hydrocarbons| Ethylene| Acetylene| Aromatic hydrocarbons| Paraffin,,http://aims.fao.org/aos/agrovoc/c_3719,Hydrocarbons,
Inorganic acids,,,http://aims.fao.org/aos/agrovoc/c_3720,Hydrochloric acid,
Fluid dynamics,,,http://aims.fao.org/aos/agrovoc/c_3723,Hydrodynamics,
Nonmetals| Nonmetals,Deuterium| Tritium,,http://aims.fao.org/aos/agrovoc/c_3724,Hydrogen,H (symbol)| H (symbol)
chemical reactions,,,http://aims.fao.org/aos/agrovoc/c_3726,Hydrogenation,
Luminescence,,,http://aims.fao.org/aos/agrovoc/c_37307,Thermoluminescence,
Earth sciences| Earth sciences,Hydrogeology| Hydrography,Hydrobiology| Hydrobiology,http://aims.fao.org/aos/agrovoc/c_3731,Hydrology,
