;Unnamed: 0;s;o;KindOfLinkRevised;KindOfLink;oBT;oRT;oPrefLabel;oAltLabels;sBT;sNT;sRT;sPrefLabel;sAltLabels;BT_similaritySInW;BT_wmdistance;BT_Mwmdistance;BT_SMwmdistance;BT_nhammingSim;BT_MnhammingSim;BT_SMnhammingSim;PrefLabel_similaritySInW;PrefLabel_wmdistance;PrefLabel_Mwmdistance;PrefLabel_SMwmdistance;PrefLabel_nhammingSim;PrefLabel_MnhammingSim;PrefLabel_SMnhammingSim;RT_similaritySInW;RT_wmdistance;RT_Mwmdistance;RT_SMwmdistance;RT_nhammingSim;RT_MnhammingSim;RT_SMnhammingSim
198;198;http://linkeddata.ge.imati.cnr.it/resource/ThIST/suidae;http://aims.fao.org/aos/agrovoc/c_31903;E;E;Artiodactyla;;Suidae;;Tetrapoda| Chordata| Theria| Suiformes| Mammalia| Vertebrata| Eutheria| Artiodactyla;;;Suidae;;-1.0;13.798.931.763.973.400;22.483.801.655.475.300;11.971.397.397.388.400;0.011904761904761862;1.0;13.333.333.333.333.300;-1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
199;199;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ruminantia;http://aims.fao.org/aos/agrovoc/c_13994;E;E;Artiodactyla;ruminants;Ruminantia;;Tetrapoda| Chordata| Theria| Mammalia| Vertebrata| Eutheria| Artiodactyla;Camelidae| Bison| Bos primigenius| Cervus| Bovidae| Cervidae| Tylopoda| Bos;;Ruminantia;;-1.0;1.274.542.681.236.060;22.483.801.655.475.300;1.005.826.794.614.850;0.013698630136986356;1.0;1.25;-1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
200;200;http://linkeddata.ge.imati.cnr.it/resource/ThIST/canis;http://aims.fao.org/aos/agrovoc/c_331214;E;E;Canidae;;Canis;;Tetrapoda| Chordata| Theria| Carnivora| Fissipeda| Mammalia| Vertebrata| Eutheria| Canidae;;;Canis;;-1.0;15.959.757.521.362.800;24.096.299.471.694.900;15.050.036.083.604.500;0.0;1.0;19.761.904.761.904.700;-1,11E+00;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
201;201;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ursus;http://aims.fao.org/aos/agrovoc/c_15113;E;E;Ursidae;;Ursus;;Tetrapoda| Chordata| Theria| Carnivora| Fissipeda| Mammalia| Vertebrata| Eutheria| Ursidae;Ursus spelaeus;;Ursus;;-1.0;13.456.842.338.330.900;24.608.365.036.897.700;13.713.160.737.618.800;0.0;1.0;16.150.793.650.793.600;2,22E-01;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
202;202;http://linkeddata.ge.imati.cnr.it/resource/ThIST/canidae;http://aims.fao.org/aos/agrovoc/c_15599;E;E;Carnivora;;Canidae;;Tetrapoda| Chordata| Theria| Carnivora| Fissipeda| Mammalia| Vertebrata| Eutheria;Canis;;Canidae;;-1.0;17.715.389.420.373.900;2.599.305.982.106.480;15.059.100.513.273.700;0.024691358024691357;1.0;18.777.777.777.777.700;-1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
203;203;http://linkeddata.ge.imati.cnr.it/resource/ThIST/felidae;http://aims.fao.org/aos/agrovoc/c_15601;E;E;Carnivora;;Felidae;;Tetrapoda| Chordata| Theria| Carnivora| Fissipeda| Mammalia| Vertebrata| Eutheria;;Smilodon;Felidae;;-1.0;17.715.389.420.373.900;2.599.305.982.106.480;15.059.100.513.273.700;0.024691358024691357;1.0;18.777.777.777.777.700;-1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
204;204;http://linkeddata.ge.imati.cnr.it/resource/ThIST/hyaenidae;http://aims.fao.org/aos/agrovoc/c_15603;E;E;Carnivora;;Hyaenidae;hyenas| hyaenas;Tetrapoda| Chordata| Theria| Carnivora| Fissipeda| Mammalia| Vertebrata| Eutheria;;;Hyaenidae;;-1.0;17.715.389.420.373.900;2.599.305.982.106.480;15.059.100.513.273.700;0.024691358024691357;1.0;18.777.777.777.777.700;-1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
205;205;http://linkeddata.ge.imati.cnr.it/resource/ThIST/mustelidae;http://aims.fao.org/aos/agrovoc/c_15605;E;E;Carnivora;;Mustelidae;Wolverines;Tetrapoda| Chordata| Theria| Carnivora| Fissipeda| Mammalia| Vertebrata| Eutheria;;;Mustelidae;;-1.0;17.715.389.420.373.900;2.599.305.982.106.480;15.059.100.513.273.700;0.024691358024691357;1.0;18.777.777.777.777.700;-1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
206;206;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ursidae;http://aims.fao.org/aos/agrovoc/c_15610;E;E;Carnivora;;Ursidae;bears;Tetrapoda| Chordata| Theria| Carnivora| Fissipeda| Mammalia| Vertebrata| Eutheria;Ursus| Ursus spelaeus;;Ursidae;;-1.0;17.715.389.420.373.900;2.599.305.982.106.480;15.059.100.513.273.700;0.024691358024691357;1.0;18.777.777.777.777.700;-1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
207;207;http://linkeddata.ge.imati.cnr.it/resource/ThIST/pinnipedia;http://aims.fao.org/aos/agrovoc/c_5889;E;E;Carnivora;;Pinnipedia;;Tetrapoda| Chordata| Theria| Carnivora| Mammalia| Vertebrata| Eutheria| carnivorous taxa;;;Pinnipedia;;-1.0;16.101.509.433.184.000;31.507.579.675.413.900;1.646.401.372.724.470;0.022727272727272707;1.0;24.939.393.939.393.900;-1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
208;208;http://linkeddata.ge.imati.cnr.it/resource/ThIST/elasmobranchii;http://aims.fao.org/aos/agrovoc/c_10566;E;E;Chondrichthyes;Cartilaginous fishes;Elasmobranchii;;Chordata| Chondrichthyes| Vertebrata| Pisces;Protoselachii| Bradyodonti| Selachii;;Elasmobranchii;;-1.0;0.6704618720596941;22.125.166.700.805.300;5.091.856.146.102.830;0.09090909090909094;1.0;12.857.142.857.142.800;-1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
209;209;http://linkeddata.ge.imati.cnr.it/resource/ThIST/microtus;http://aims.fao.org/aos/agrovoc/c_16325;E;E;Arvicolinae;;Microtus;;Tetrapoda| Chordata| Theria| Rodentia| Mammalia| Vertebrata| Eutheria| Myomorpha| Cricetidae;;;Allophaiomys;;-1.0;17.109.166.530.376.200;22.966.696.260.967.900;1.642.209.890.039.130;0.0;0.09090909090909094;0.18181818181818188;-1.0;1.914.810.520.874.550;1.529.347.376.873.270;1.529.347.376.873.270;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
210;210;http://linkeddata.ge.imati.cnr.it/resource/ThIST/microtus;http://aims.fao.org/aos/agrovoc/c_16325;E;E;Arvicolinae;;Microtus;;Tetrapoda| Chordata| Theria| Rodentia| Mammalia| Vertebrata| Eutheria| Myomorpha| Cricetidae;;;Microtus;;-1.0;17.109.166.530.376.200;22.966.696.260.967.900;1.642.209.890.039.130;0.0;0.09090909090909094;0.18181818181818188;-1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
211;211;http://linkeddata.ge.imati.cnr.it/resource/ThIST/squamata;http://aims.fao.org/aos/agrovoc/c_49091;E;E;Amphibia, Reptilia;;Squamata;;Tetrapoda| Lepidosauria| Diapsida| Chordata| Vertebrata| Reptilia;Lacertilia| Mosasauridae;;Squamata;;-1.0;14.346.098.355.118.000;2.661.413.430.595.690;12.105.165.990.261.600;0.01538461538461533;1.0;19.111.111.111.111.100;-1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
212;212;http://linkeddata.ge.imati.cnr.it/resource/ThIST/macropodidae;http://aims.fao.org/aos/agrovoc/c_331495;E;E;Mammalia;;Macropodidae;;Tetrapoda| Marsupialia| Diprotodonta| Chordata| Theria| Metatheria| Mammalia| Vertebrata;;;Macropodidae;;-1.0;2.176.320.856.629.640;3.016.526.365.802.470;1.721.438.113.972.780;0.011363636363636354;1.0;17.997.474.747.474.700;-1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
213;213;http://linkeddata.ge.imati.cnr.it/resource/ThIST/equidae;http://aims.fao.org/aos/agrovoc/c_2628;E;E;Perissodactyla;;Equidae;;Tetrapoda| Chordata| Theria| Mammalia| Vertebrata| Perissodactyla| Eutheria| Hippomorpha;Equus| Hipparion;;Equidae;;-1.0;11.482.994.673.840.700;24.930.157.529.385.800;13.264.478.900.754.500;0.045454545454545414;1.0;1.5;-1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
214;214;http://linkeddata.ge.imati.cnr.it/resource/ThIST/dermoptera;http://aims.fao.org/aos/agrovoc/c_2199;E;E;Mammalia;;Dermoptera;colugos| flying lemurs;Tetrapoda| Chordata| Theria| Mammalia| Vertebrata| Eutheria| Insectivora;;;Dermoptera;;-1.0;2.344.407.219.287.650;3.016.526.365.802.470;15.792.029.109.298.900;0.01388888888888884;1.0;1.677.020.202.020.200;-1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
215;215;http://linkeddata.ge.imati.cnr.it/resource/ThIST/muridae;http://aims.fao.org/aos/agrovoc/c_331512;E;E;Rodentia;;Muridae;;Tetrapoda| Chordata| Theria| Rodentia| Mammalia| Vertebrata| Eutheria| Myomorpha;;;Muridae;;-1.0;13.336.386.542.283.500;2.398.006.412.380.010;10.520.146.186.790.700;0.0;1.0;1.725;-1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
216;216;http://linkeddata.ge.imati.cnr.it/resource/ThIST/artiodactyla;http://aims.fao.org/aos/agrovoc/c_643;E;E;Mammalia;;Artiodactyla;;Tetrapoda| Chordata| Theria| Mammalia| Vertebrata| Eutheria;Suidae| Camelidae| Suiformes| Bison| Bos primigenius| Cervus| Bovidae| Hippopotamus| Cervidae| Tylopoda| Ruminantia| Bos;Ungulata;Artiodactyla;;-1.0;22.585.990.027.706.100;3.016.526.365.802.470;13.366.696.490.179.200;0.016949152542372836;1.0;15.861.111.111.111.100;-1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
217;217;http://linkeddata.ge.imati.cnr.it/resource/ThIST/carnivora;http://aims.fao.org/aos/agrovoc/c_1331;E;E;Mammalia;;Carnivora;Carnivores (order);Tetrapoda| Chordata| Theria| Mammalia| Vertebrata| Eutheria;Ursus| Mustelidae| Fissipeda| Felidae| Canidae| Ursidae| Ursus spelaeus| Hyaenidae| Canis| Pinnipedia;;Carnivora;;-1.0;22.585.990.027.706.100;3.016.526.365.802.470;13.366.696.490.179.200;0.016949152542372836;1.0;15.861.111.111.111.100;-1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
218;218;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cetacea;http://aims.fao.org/aos/agrovoc/c_1482;E;E;Mammalia;whales;Cetacea;;Tetrapoda| Chordata| Theria| Mammalia| Vertebrata| Eutheria;;;Cetacea;;-1.0;22.585.990.027.706.100;3.016.526.365.802.470;13.366.696.490.179.200;0.016949152542372836;1.0;15.861.111.111.111.100;-1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
219;219;http://linkeddata.ge.imati.cnr.it/resource/ThIST/chiroptera;http://aims.fao.org/aos/agrovoc/c_1560;E;E;Mammalia;;Chiroptera;bats;Tetrapoda| Chordata| Theria| Mammalia| Vertebrata| Eutheria;;;Chiroptera;;-1.0;22.585.990.027.706.100;3.016.526.365.802.470;13.366.696.490.179.200;0.016949152542372836;1.0;15.861.111.111.111.100;-1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
220;220;http://linkeddata.ge.imati.cnr.it/resource/ThIST/hyracoidea;http://aims.fao.org/aos/agrovoc/c_3776;E;E;Mammalia;;Hyracoidea;;Tetrapoda| Chordata| Theria| Mammalia| Vertebrata| Eutheria;;;Hyracoidea;;-1.0;22.585.990.027.706.100;3.016.526.365.802.470;13.366.696.490.179.200;0.016949152542372836;1.0;15.861.111.111.111.100;-1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
221;221;http://linkeddata.ge.imati.cnr.it/resource/ThIST/insectivora;http://aims.fao.org/aos/agrovoc/c_3888;E;E;Mammalia;;Insectivora;;Tetrapoda| Chordata| Theria| Mammalia| Vertebrata| Eutheria;Proteutheria| Macroscelida| Scandentia| Anagalida| Dermoptera;;Insectivora;;-1.0;22.585.990.027.706.100;3.016.526.365.802.470;13.366.696.490.179.200;0.016949152542372836;1.0;15.861.111.111.111.100;-1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
222;222;http://linkeddata.ge.imati.cnr.it/resource/ThIST/lagomorpha;http://aims.fao.org/aos/agrovoc/c_331508;E;E;Mammalia;;Lagomorpha;;Tetrapoda| Chordata| Theria| Mammalia| Vertebrata| Eutheria;;;Lagomorpha;;-1.0;22.585.990.027.706.100;3.016.526.365.802.470;13.366.696.490.179.200;0.016949152542372836;1.0;15.861.111.111.111.100;-1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
223;223;http://linkeddata.ge.imati.cnr.it/resource/ThIST/perissodactyla;http://aims.fao.org/aos/agrovoc/c_5711;E;E;Mammalia;;Perissodactyla;;Tetrapoda| Chordata| Theria| Mammalia| Vertebrata| Eutheria;Rhinocerotidae| Coelodonta antiquitatis| Ceratomorpha| Equus| Equidae| Hipparion| Hippomorpha;Ungulata;Perissodactyla;;-1.0;22.585.990.027.706.100;3.016.526.365.802.470;13.366.696.490.179.200;0.016949152542372836;1.0;15.861.111.111.111.100;-1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
224;224;http://linkeddata.ge.imati.cnr.it/resource/ThIST/pholidota;http://aims.fao.org/aos/agrovoc/c_5793;E;E;Mammalia;;Pholidota;Pangolins;Tetrapoda| Chordata| Theria| Mammalia| Vertebrata| Eutheria;;;Pholidota;;-1.0;22.585.990.027.706.100;3.016.526.365.802.470;13.366.696.490.179.200;0.016949152542372836;1.0;15.861.111.111.111.100;-1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
225;225;http://linkeddata.ge.imati.cnr.it/resource/ThIST/primates;http://aims.fao.org/aos/agrovoc/c_6181;E;E;mammals;;primates;;Tetrapoda| Chordata| Theria| Mammalia| Vertebrata| Eutheria;Homo| Pithecanthropus| Homo sapiens| Australopithecus| Australopithecinae| Pongidae| pre-Neanderthal| Neanderthal| Platyrrhina| Prosimii| Homo habilis| Cercopithecidae| Ramapithecus| Paranthropus| Homo erectus| Hominidae;fossil man;Primates;;-1.0;26.367.323.784.902.200;2.993.947.809.892.980;1.478.031.922.026.560;0.016949152542372836;0.75;0.8611111111111112;-2,22E-01;0.4824315188232043;0.0;0.0;0.875;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
226;226;http://linkeddata.ge.imati.cnr.it/resource/ThIST/rodentia;http://aims.fao.org/aos/agrovoc/c_6633;E;E;Mammalia;Rodents;Rodentia;;Tetrapoda| Chordata| Theria| Mammalia| Vertebrata| Eutheria;Neotoma| Pliomys| Muridae| Castoridae| Hystricomorpha| Microtus| Allophaiomys| Sciuromorpha| Myomorpha| Gliridae| Arvicolidae| Cricetidae;;Rodentia;;-1.0;22.585.990.027.706.100;3.016.526.365.802.470;13.366.696.490.179.200;0.016949152542372836;1.0;15.861.111.111.111.100;-1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
227;227;http://linkeddata.ge.imati.cnr.it/resource/ThIST/sirenia;http://aims.fao.org/aos/agrovoc/c_7084;E;E;Mammalia;;Sirenia;;Tetrapoda| Chordata| Theria| Mammalia| Vertebrata| Eutheria;;;Sirenia;;-1.0;22.585.990.027.706.100;3.016.526.365.802.470;13.366.696.490.179.200;0.016949152542372836;1.0;15.861.111.111.111.100;-1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
228;228;http://linkeddata.ge.imati.cnr.it/resource/ThIST/tubulidentata;http://aims.fao.org/aos/agrovoc/c_8000;E;E;Mammalia;;Tubulidentata;;Tetrapoda| Chordata| Theria| Mammalia| Vertebrata| Eutheria;;;Tubulidentata;;-1.0;22.585.990.027.706.100;3.016.526.365.802.470;13.366.696.490.179.200;0.016949152542372836;1.0;15.861.111.111.111.100;-1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
229;229;http://linkeddata.ge.imati.cnr.it/resource/ThIST/monotremata;http://aims.fao.org/aos/agrovoc/c_4921;E;E;Mammalia;;Monotremata;;Tetrapoda| Chordata| Mammalia| Vertebrata;;;Monotremata;;-1.0;22.580.344.745.811.000;3.016.526.365.802.470;8.680.487.603.845.660;0.024390243902439046;1.0;13.361.111.111.111.100;-1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
230;230;http://linkeddata.ge.imati.cnr.it/resource/ThIST/chondrichthyes;http://aims.fao.org/aos/agrovoc/c_9833;E;E;Pisces miscellanea;Cartilaginous fishes;Chondrichthyes;;Chordata| Vertebrata| Pisces;Elasmobranchii| Holocephali| Euselachii| Eubradyodonti| Bradyodonti| Selachii;;Chondrichthyes;;-1.0;15.507.527.604.512.800;2.415.818.912.713.350;6.280.030.388.652.500;0.0714285714285714;1.0;12.727.272.727.272.700;-1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
231;231;http://linkeddata.ge.imati.cnr.it/resource/ThIST/osteichthyes;http://aims.fao.org/aos/agrovoc/c_12985;E;E;Pisces miscellanea;Bony fishes;Osteichthyes;;Chordata| Vertebrata| Pisces;Holostei| Rhipidistia| Actinistia| Crossopterygii| Amiidae| Brachiopterygii| Teleostei| Halecostomi| Cyprinidae| Dipnoi| Chondrostei| Actinopterygii;Acanthodii;Osteichthyes;;-1.0;15.507.527.604.512.800;2.415.818.912.713.350;6.280.030.388.652.500;0.0714285714285714;1.0;12.727.272.727.272.700;-1.0;0.0;0.0;0.0;1.0;1.0;1.0;-1.0;17.381.591.793.791.700;19.772.441.339.906.500;19.772.441.339.906.500;0.0;0.0;0.0
232;232;http://linkeddata.ge.imati.cnr.it/resource/ThIST/amphibia;http://aims.fao.org/aos/agrovoc/c_8775;E;E;Vertebrata;amphibians;Amphibia;;Tetrapoda| Chordata| Vertebrata;Anura| Labyrinthodontia| Temnospondyli| Anuromorpha| Lissamphibia| Lepospondyli;;Amphibia;;-1.0;10.903.743.053.821.600;19.595.108.698.762.400;34.106.451.793.599.900;0.032258064516129004;1.0;1.2;-1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
233;233;http://linkeddata.ge.imati.cnr.it/resource/ThIST/aves;http://aims.fao.org/aos/agrovoc/c_9012;E;E;Chordata;birds;Aves;;Tetrapoda| Chordata| Vertebrata;Archaeopteryx| Odontornithes| Archaeornithes| Neornithes;feathers| eggs;Aves;;-1.0;1.078.499.693.475.560;19.595.108.698.762.400;32.200.163.945.029.600;0.032258064516129004;1.0;12.111.111.111.111.100;0.0;0.0;0.0;0.0;1.0;1.0;1.0;-0.051190667187053174;2.054.748.782.798.400;230.044.624.743.402;4.288.254.019.340.570;0.0;0.0;0.0
234;234;http://linkeddata.ge.imati.cnr.it/resource/ThIST/mammalia;http://aims.fao.org/aos/agrovoc/c_12358;E;E;Chordata;mammals;Mammalia;;Tetrapoda| Chordata| Vertebrata;Proboscidea| Proteutheria| Embrithopoda| Elephas| Rhinocerotidae| Suidae| Pyrotheria| Elephantidae| Camelidae| Marsupialia| Ursus| Neotoma| Symmetrodonta| Homo| Notoungulata| Pithecanthropus| Ungulata| Homo sapiens| Pliomys| Stegodon| Australopithecus| Chiroptera| Diprotodonta| Muridae| Hyracoidea| Tillodontia| Mastodon| Castoridae| Tubulidentata| Amblypoda| Theria| Suiformes| Taeniodonta| Coelodonta antiquitatis| Mustelidae| Bison| Desmostylia| Bos primigenius| Metatheria| Creodonta| Acreodi| Ceratomorpha| Mammuthus primigenius| Cervus| Deinotherioidea| Carnivora| Fissipeda| Australopithecinae| Rodentia| Bovidae| Litopterna| Pongidae| Cetacea| pre-Neanderthal| Hystricomorpha| Pholidota| Neanderthal| Hippopotamus| Felidae| Cervidae| Mastodontoidea| Mammuthus| Moeritherioidea| Platyrrhina| Tylopoda| Microtus| Allophaiomys| Prosimii| Homo habilis| Cercopithecidae| Pantodonta| Condylarthra| Astrapotheria| Perissodactyla| Sciuromorpha| Ramapithecus| Eutheria| Canidae| Primates| Paranthropus| Pantotheria| Nomarthra| Insectivora| Homo erectus| Macroscelida| carnivorous taxa| Ursidae| Sirenia| Ursus spelaeus| Scandentia| Lagomorpha| Edentata| Hominidae| Myomorpha| Hyaenidae| Barytherioidea| Gliridae| Docodonta| Multituberculata| Elephas antiquus| Ruminantia| Equus| Mastodontidae| Arctocyonia| Elephantoidea| Canis| Monotremata| Anagalida| Artiodactyla| Triconodonta| Equidae| Hipparion| Bos| Xenungulata| Dinocerata| Pinnipedia| Hippomorpha| Arvicolidae| Dermoptera| Macropodidae| Cricetidae;fossil man;Mammalia;;-1.0;1.078.499.693.475.560;19.595.108.698.762.400;32.200.163.945.029.600;0.032258064516129004;1.0;12.111.111.111.111.100;-1.0;0.0;0.0;0.0;1.0;1.0;1.0;-0.3598798606542781;15.355.867.880.676.900;18.348.527.582.915.900;3.025.051.607.144.680;0.09999999999999998;0.2857142857142857;0.4285714285714286
235;235;http://linkeddata.ge.imati.cnr.it/resource/ThIST/pisces;http://aims.fao.org/aos/agrovoc/c_13411;E;E;Chordata;fishes;Pisces;;Chordata| Vertebrata;Osteichthyes| Holostei| Rhipidistia| Actinistia| Crossopterygii| Amiidae| Brachiopterygii| Acanthodes| Chondrichthyes| Arthrodira| Elasmobranchii| Acanthodii| Protoselachii| Teleostei| Halecostomi| Holocephali| Cyprinidae| Dipnoi| Chondrostei| Euselachii| Actinopterygii| Eubradyodonti| Bradyodonti| Selachii| Placodermi;gastroliths| eggs| nekton| Agnatha| Heterostraci| ichthyoliths| otoliths;Pisces;;-1.0;10.799.837.774.930.700;19.595.108.698.762.400;19.595.108.698.762.400;0.4;1.0;1.1;-1.0;0.0;0.0;0.0;1.0;1.0;1.0;-0.3595362978058545;16.967.649.877.250.700;23.382.010.879.569.800;1.264.661.862.707.810;0.01388888888888884;0.09090909090909094;0.09090909090909094
236;236;http://linkeddata.ge.imati.cnr.it/resource/ThIST/gel;http://aims.fao.org/aos/agrovoc/c_11114;E;E;Colloids;;gels;;colloidal materials;;thixotropy;gels;;-0.05796410451218903;10.341.467.557.939.100;1.748.474.196.457.470;2.088.027.870.881.350;0.3157894736842105;0.7777777777777778;0.888888888888889;-4,44E-01;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
237;237;http://linkeddata.ge.imati.cnr.it/resource/ThIST/belarus;http://aims.fao.org/aos/agrovoc/c_33237;E;E;Eastern Europe;;Belarus;Byelorussia| Republic of Belarus;Commonwealth of Independent States| Eastern Europe;Minsk Belarus;USSR;Belarus;;336.752.120.664.181;0.9759238205452909;2.352.493.872.315.670;8.973.783.102.641.230;0.0;1.0;24.675.324.675.324.600;-1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
238;238;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ukrayina;http://aims.fao.org/aos/agrovoc/c_15070;E;E;Eastern Europe;;Ukraine;;Commonwealth of Independent States| Europe| Europa Island;Crimea Ukraine| Volhynia| Kiev Ukraine| Transcarpathia Ukraine;Carpathians| Donets Basin| Brest Basin| Danube Delta| Black Sea region| Danube River Basin| Carpathian Foredeep| Danube River| USSR| Dnieper Basin| Scythian Platform| Russian Platform| European Platform| Carpathian Foreland| Dniester-Prut Interfluve| Danube Valley;Ukraine;;25.106.307.236.917.800;10.227.280.288.239.600;26.982.355.533.139.200;12.104.807.665.533.700;0.0;1.0;23.008.658.008.658.000;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
239;239;http://linkeddata.ge.imati.cnr.it/resource/ThIST/microcalcolatore;http://aims.fao.org/aos/agrovoc/c_24010;E;E;Computers;;Microcomputers;Personal computers;computers;;minicomputers| data processing| workstations| computer networks| hand calculators;microcomputers;;2,22E-01;0.34781373402563864;0.0;0.0;0.8888888888888888;1.0;1.0;4,44E-01;0.2543976732187646;0.0;0.0;0.9285714285714286;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
240;240;http://linkeddata.ge.imati.cnr.it/resource/ThIST/abies;http://aims.fao.org/aos/agrovoc/c_10;E;E;Pinaceae;;Abies;firsz| firs;Spermatophyta| Coniferales| Pinaceae| Gymnospermae;;Plantae;Abies;;-1.0;17.960.561.049.099.200;21.225.846.282.603.600;542.970.123.793.121;0.0;1.0;12.651.515.151.515.100;-1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
241;241;http://linkeddata.ge.imati.cnr.it/resource/ThIST/calcestruzzo;http://aims.fao.org/aos/agrovoc/c_1804;E;E;Construction materials;;Concrete;;construction materials;;jetties| applied geology| binders| cement materials| concrete dams| shotcrete;concrete;;23.493.917.497.337.500;0.16475528332150413;16.402.582.728.145.600;3.280.516.545.629.130;0.9545454545454546;1.0;2.0;-1,11E+00;0.3912906675632298;0.0;0.0;0.875;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
242;242;http://linkeddata.ge.imati.cnr.it/resource/ThIST/canna;http://aims.fao.org/aos/agrovoc/c_1252;E;E;Cannaceae;;Canna;;Cosenza Italy;;;;;-1.0;20.765.286.243.940.000;2.914.495.014.316.170;4.381.136.325.601.800;0.07692307692307687;0.11111111111111116;0.11111111111111116;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
243;243;http://linkeddata.ge.imati.cnr.it/resource/ThIST/paludi;http://aims.fao.org/aos/agrovoc/c_7544;E;E;Wetlands;;Swamps;;Cosenza Italy;;;;;-1.023.709.291.331.610;14.330.659.205.929.300;19.827.443.083.563.400;3.593.763.498.903.890;0.0;0.125;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
