;Unnamed: 0;s;o;KindOfLinkRevised;KindOfLink;oBT;oRT;oPrefLabel;oAltLabels;sBT;sNT;sRT;sPrefLabel;sAltLabels;BT_similaritySInW;BT_wmdistance;BT_Mwmdistance;BT_SMwmdistance;BT_nhammingSim;BT_MnhammingSim;BT_SMnhammingSim;PrefLabel_similaritySInW;PrefLabel_wmdistance;PrefLabel_Mwmdistance;PrefLabel_SMwmdistance;PrefLabel_nhammingSim;PrefLabel_MnhammingSim;PrefLabel_SMnhammingSim;RT_similaritySInW;RT_wmdistance;RT_Mwmdistance;RT_SMwmdistance;RT_nhammingSim;RT_MnhammingSim;RT_SMnhammingSim
42;42;http://linkeddata.ge.imati.cnr.it/resource/ThIST/europa;http://aims.fao.org/aos/agrovoc/c_2724;E;E;Eurasia;;Europe;;Africa| Southern Africa| France| Reunion;Carpathians| Spessart| Wales| Sau Alps| Svalbard| Vaud Switzerland| Free Padania| Moselle Valley| Lower Rhine Graben| Catalonia Spain| North Rhine| Lower Saxony Germany| Westerwald| Norway| Latvia| Southeastern Transdanubia| Vatnajokull| Lanzo Massif| Apuseni Mountains| Moldavian Platform| Vogelsberg| Switzerland| Donets Basin| Poland| Diois| Murge| San Marino| San Marino San Marino| Calvados France| Caucasus| Cornwall England| Londonderry Northern Ireland| Erzgebirge| Scotland| Saxony Germany| Vaucluse France| Pyrenees-Orientales| Chalkidiki Peninsula| Stonehenge| Transylvanian Basin| Lake of Zurich| Central Austrian Alps| Morava River valley| Paris Basin| Alpenvorland| Loire Valley| Thuringian Massif| Bavaria Germany| Serbia and Montenegro| Euboea| Otztal Alps| Marmolada Glacier| Burgundy| Surtsey| Teutoburg Forest| Corsica| Pyrenees| Northern Caucasus| Ibiza Spain| Upper Bavaria Germany| Jan Mayen| Danube Plain| Estonia| Zona Sesia| Baltic Shield| Loire France| Swiss Alps| Tauern Tunnel| Belledonne Massif| Moldava Valley| Jura France| Totes Gebirge| North Austrian Alps| Genoa Italy| Zona Penninica| Dalmatia| Saint Gall Switzerland| Lake Constance| Iceland| Possagno Italy| Betic Cordillera| Lubrin| Jura Mountains| Transylvania| Extremadura Spain| Ales France| Brest Basin| Thessaly Greece| Uppsala Sweden| Slovenia| Mecklenburg| Thuringian Basin| Lithuania| Cima d'Asta| Crimea Ukraine| Olympus| Danube Delta| Tarentaise| Bosano| Tagliamento Valley| Haute-Corse France| Upper Rhine Valley| London Basin| Serbo-Macedonian Massif| Bosnia-Herzegovina| Gibraltar| Balkan Foreland| Franconia| Viseu Portugal| Isere Valley| Grosseto Italy| Landes France| Murcia Spain| Limestone Alps| Sudeten| Schwarzenberg Germany| Pindus Mountains| South Austrian Alps| Tallinn Estonia| Aragona Italy| Aragon Spain| Vocontian Trough| Bohemian Massif| Carinthia Austria| Black Sea region| Aubrac| Tatra Mountains| Eifel| Rhodes| Skane| Lower Silesia| Iberian Mountains| Galicia Spain| Karawanken| Vanoise| Rhineland-Palatinate Germany| Dauphine| Bernese Alps| Brandenburg Germany| Palatinate| Narbonne France| Helsinki Finland| Rhine Valley| Sondrio Italy| Bavarian Massif| Danube River Basin| Sulcis| Brabant Massif| Gailtal Alps| Paris France| Betic Zone| Lake Ladoga| Asturian Massif| Ardennes France| Ain France| Guadalquivir Basin| Navarra Spain| Sauerland| Vercors| Saxony-Thuringia| Portugal| Trieste Italy| Dodecanese| Carpathian Foredeep| Moscow Basin| Crete| Spanish Pyrenees| Franconian Jura| Greater Caucasus| Lake Peipsi| Ticino Switzerland| Zona Ivrea-Verbano| Jutland| Swabian Alb| Scandinavia| Upper Franconia Germany| Iberica| Rhine Westphalian Basin| Alsace| Pannonia| Vojvodina| Peloponnesus| Oder Valley| Rhine Graben| Austria| Azov Sea| Armorican Massif| Rhone Delta| Brabant Belgium| Attica Greece| Brioverian| Auversian| Upper Silesia| Netherlands| United Kingdom| Spain| Dinaridi Alps| Hohe Tauern| Lechtal Alps| Karst region| Velay| Siebengebirge| Taranto Italy| Brittany| French Alps| Touraine| Couvinian| Danube River| Balkan Mountains| Upper Palatinate| Ivrea Italy| Rhone River Basin| Subbetic Zone| Balkan Peninsula| Schleswig-Holstein Germany| Aquitaine| Caucasus Foreland| Rhone Valley| Fennoscandia| Auvergne| Ukraine| Bergell Massif| Swiss Molasse Basin| Westphalia| Harz Mountains| Dnieper Basin| Rhodope Mountains| Transdanubia| Parnassus| Morvan| Causses| Uri Switzerland| Upper Rhine Graben| Andorra| Valle d'Aosta Italy| Central Europe| Poitou| Seine Estuary| Asturian Arc| Volhynia| Bulgaria| Salzkammergut| South Austrian Molasse| Dolomites| Carnic Alps| Denmark| Carixian| Taunus| Amsterdam Netherlands| Cevennes| Vienna Austria| Yugoslavia| Scythian Platform| Eastern Europe| Charente France| Novaya Zemlya| Esterel| Rhone France| Swiss Rhine Graben| Aube France| Northern Limestone Alps| Hellenides| Corbieres| Ustica Island| Marne France| Saone-Rhone Basin| Southern Europe| Thuringian Forest| Lake Geneva| Hesse Germany| Croatia| Isere France| North Austrian Molasse| Northern Ireland| Central Massif| Walachia| Nice France| Gotthard Massif| Limburg| Normandy| Greek Ionian Islands| Veszprem Hungary| Taro Valley| Saarland Germany| Norrbotten Sweden| Asturias Spain| Cyclades| Duero Basin| Granada Depression| Hebrides| Thrace| French Coast| Swiss Jura Mountains| Ischia| Valtellina| Imperia Italy| Saxonian Massif| Meurthe-et-Moselle France| Saxony-Anhalt Germany| Saar Basin| Gorizia Italy| Sudetic Basin| Aar Valley| Strona Valley| Southern Transdanubia| Bohemia| Northwestern Transdanubia| Ionian Zone| Baden-Wurttemberg Germany| Adriatic region| French Pyrenees| Lake Balaton| Tarvisio Italy| Tavetsch| Transcaucasia| Lake Onega| Vosges Mountains| Bas-Rhin France| Eastern Alps| Vistula River valley| Euganean Hills| Liechtenstein| Quercy| Wurttemberg| Ardeche France| Valencia Spain| Haute-Saone France| Andalusia Spain| Kaiserstuhl| Vienna Basin| Thera| Transylvanian Alps| Western Europe| Czech Republic| Aar Massif| European Platform| Hungary| Stubai Alps| Sweden| Upper Silesian coal basin| Carpathian Foreland| Rhine River| Lesbos| Vosges France| Esk Trough| Braganca Portugal| England| Savoy| Moravia| Ireland| Monaco| Dniester-Prut Interfluve| Macedonia| Monti Berici| Vestmannaeyjar| Finland| Variscides| Pomerania| Languedoc| Biella Italy| Welsh Borderland| Ambin Massif| Slovakia| Roussillon| Rhineland| Luxembourg| Luxembourg Luxembourg| Elba| Pannonian Basin| Epirus Greece| Transcarpathia Ukraine| Terni Italy| Seine Valley| Greek Aegean Islands| Vogtland| Katzenbuckel| Provence| Cuisian| Greek Macedonia| Istria| Danube Valley| Herault France| Inn Valley| Meseta| Black Forest| Gault| Silesia| Valais Switzerland| Romania| North Rhine-Westphalia| Ebro Basin| Jura Switzerland;Riphean| Rauracian| Lochkovian| Elsterian| upper Cenomanian| Llandeilian| Tithonian| Dittonian| Kimmeridgian| Portlandian| Tongrian| Thanetian| Sicilian| Rhenish Hesse| Riss/Wurm Interglacial| Pragian| Gargasian| Turolian| Wenlockian| Gzhelian| Ipswichian| Riss| Gelasiano| Saxonian| Cenomanian| Vraconian| Eggenburgian| Landenian| Volgian| Hauterivian| Neocomian| upper Maestrichtian| Lower Anisian| Vistulian| upper Riphean| Westphalian| Helvetian| Indian Ocean| Romanian| lower Turonian| Lattorfian| Saalian| Lewisian| Llandoverian| Sarmatian| Rhaetian| Santonian| Tethys| Wealden| Avonian| Lotharingian| Torridonian| Cromerian| Levantinian| Zechstein| upper Visean| Vindobonian| Tortonian| Priabonian| Eemian| Mindel| Uralian| Frasnian| Stephanian| Stampian| Astian| Maestrichtian| Badenian| European Union| upper Weichselian| Rhine Basin| Paleotethys| Upper Anisian| Tournaisian| Meotian| Ludian| Rhenish Schiefergebirge| Caledonides| Muschelkalk| Rotliegendes| Keuper| Pontian| Hoxnian| Bartonian| Akchagylian| Cantabrian| Purbeckian| Strunian| Versilian| Sequanian| Montian| Eifelian| Vallesian| Scythian| Ilerdian| Messinian| Svecofennian| Sakmarian| Sinemurian| Berriasian| Hettangian| Holsteinian| Silesian| islands| Siegenian| Turonian| Assyntic Orogeny| Kazanian| Vendian| Tyrrhenian| Namurian| Rupelian| Artinskian| Cadomian Orogeny| Danian| Zanclean| Viruan| Kupferschiefer| Oxfordian| Preboreal| Urgonian| Egerian| Pliensbachian| Llanvirnian| Toarcian| Magdalenian| Lusitanian| Mindel/Riss Interglacial| Kungurian| Givetian| Milazzian| Buntsandstein| Ludlovian| Mousterian| Laxfordian| Ottnangian| Sparnacian| Tremadocian| Ruscinian| Gedinnian| Tabianian| Malm| Moinian| Thuringian| Asbian| Ypresian| Sudetic Orogeny| Moscovian| Bashkirian| Pridolian| Cordevolian| Valanginian| Mozambique Channel| Langhian| Weichselian| Tarannon| Subboreal| Wurm| Dacian| Villafranchian| Sannoisian| Werfenian| Jotnian| Eurasia| Tatarian| Aldanian| Lapland| Flandrian| Visean| Asturian Orogeny| Asselian| Lutetian| Devensian;Europa Island;;-1.0;19.152.194.902.449.600;18.382.149.958.351.200;774.948.171.005.788;0.025000000000000022;0.1428571428571429;0.2857142857142858;-0.37875188353794653;14.483.863.517.652.000;26.982.355.533.139.200;31.582.816.131.552.100;0.3846153846153846;0.8333333333333334;0.8333333333333334;0.0;0.0;0.0;0.0;0.0;0.0;0.0
43;43;http://linkeddata.ge.imati.cnr.it/resource/ThIST/europa;http://aims.fao.org/aos/agrovoc/c_2724;E;E;Eurasia;;Europe;;Africa| Southern Africa| France| Reunion;Carpathians| Spessart| Wales| Sau Alps| Svalbard| Vaud Switzerland| Free Padania| Moselle Valley| Lower Rhine Graben| Catalonia Spain| North Rhine| Lower Saxony Germany| Westerwald| Norway| Latvia| Southeastern Transdanubia| Vatnajokull| Lanzo Massif| Apuseni Mountains| Moldavian Platform| Vogelsberg| Switzerland| Donets Basin| Poland| Diois| Murge| San Marino| San Marino San Marino| Calvados France| Caucasus| Cornwall England| Londonderry Northern Ireland| Erzgebirge| Scotland| Saxony Germany| Vaucluse France| Pyrenees-Orientales| Chalkidiki Peninsula| Stonehenge| Transylvanian Basin| Lake of Zurich| Central Austrian Alps| Morava River valley| Paris Basin| Alpenvorland| Loire Valley| Thuringian Massif| Bavaria Germany| Serbia and Montenegro| Euboea| Otztal Alps| Marmolada Glacier| Burgundy| Surtsey| Teutoburg Forest| Corsica| Pyrenees| Northern Caucasus| Ibiza Spain| Upper Bavaria Germany| Jan Mayen| Danube Plain| Estonia| Zona Sesia| Baltic Shield| Loire France| Swiss Alps| Tauern Tunnel| Belledonne Massif| Moldava Valley| Jura France| Totes Gebirge| North Austrian Alps| Genoa Italy| Zona Penninica| Dalmatia| Saint Gall Switzerland| Lake Constance| Iceland| Possagno Italy| Betic Cordillera| Lubrin| Jura Mountains| Transylvania| Extremadura Spain| Ales France| Brest Basin| Thessaly Greece| Uppsala Sweden| Slovenia| Mecklenburg| Thuringian Basin| Lithuania| Cima d'Asta| Crimea Ukraine| Olympus| Danube Delta| Tarentaise| Bosano| Tagliamento Valley| Haute-Corse France| Upper Rhine Valley| London Basin| Serbo-Macedonian Massif| Bosnia-Herzegovina| Gibraltar| Balkan Foreland| Franconia| Viseu Portugal| Isere Valley| Grosseto Italy| Landes France| Murcia Spain| Limestone Alps| Sudeten| Schwarzenberg Germany| Pindus Mountains| South Austrian Alps| Tallinn Estonia| Aragona Italy| Aragon Spain| Vocontian Trough| Bohemian Massif| Carinthia Austria| Black Sea region| Aubrac| Tatra Mountains| Eifel| Rhodes| Skane| Lower Silesia| Iberian Mountains| Galicia Spain| Karawanken| Vanoise| Rhineland-Palatinate Germany| Dauphine| Bernese Alps| Brandenburg Germany| Palatinate| Narbonne France| Helsinki Finland| Rhine Valley| Sondrio Italy| Bavarian Massif| Danube River Basin| Sulcis| Brabant Massif| Gailtal Alps| Paris France| Betic Zone| Lake Ladoga| Asturian Massif| Ardennes France| Ain France| Guadalquivir Basin| Navarra Spain| Sauerland| Vercors| Saxony-Thuringia| Portugal| Trieste Italy| Dodecanese| Carpathian Foredeep| Moscow Basin| Crete| Spanish Pyrenees| Franconian Jura| Greater Caucasus| Lake Peipsi| Ticino Switzerland| Zona Ivrea-Verbano| Jutland| Swabian Alb| Scandinavia| Upper Franconia Germany| Iberica| Rhine Westphalian Basin| Alsace| Pannonia| Vojvodina| Peloponnesus| Oder Valley| Rhine Graben| Austria| Azov Sea| Armorican Massif| Rhone Delta| Brabant Belgium| Attica Greece| Brioverian| Auversian| Upper Silesia| Netherlands| United Kingdom| Spain| Dinaridi Alps| Hohe Tauern| Lechtal Alps| Karst region| Velay| Siebengebirge| Taranto Italy| Brittany| French Alps| Touraine| Couvinian| Danube River| Balkan Mountains| Upper Palatinate| Ivrea Italy| Rhone River Basin| Subbetic Zone| Balkan Peninsula| Schleswig-Holstein Germany| Aquitaine| Caucasus Foreland| Rhone Valley| Fennoscandia| Auvergne| Ukraine| Bergell Massif| Swiss Molasse Basin| Westphalia| Harz Mountains| Dnieper Basin| Rhodope Mountains| Transdanubia| Parnassus| Morvan| Causses| Uri Switzerland| Upper Rhine Graben| Andorra| Valle d'Aosta Italy| Central Europe| Poitou| Seine Estuary| Asturian Arc| Volhynia| Bulgaria| Salzkammergut| South Austrian Molasse| Dolomites| Carnic Alps| Denmark| Carixian| Taunus| Amsterdam Netherlands| Cevennes| Vienna Austria| Yugoslavia| Scythian Platform| Eastern Europe| Charente France| Novaya Zemlya| Esterel| Rhone France| Swiss Rhine Graben| Aube France| Northern Limestone Alps| Hellenides| Corbieres| Ustica Island| Marne France| Saone-Rhone Basin| Southern Europe| Thuringian Forest| Lake Geneva| Hesse Germany| Croatia| Isere France| North Austrian Molasse| Northern Ireland| Central Massif| Walachia| Nice France| Gotthard Massif| Limburg| Normandy| Greek Ionian Islands| Veszprem Hungary| Taro Valley| Saarland Germany| Norrbotten Sweden| Asturias Spain| Cyclades| Duero Basin| Granada Depression| Hebrides| Thrace| French Coast| Swiss Jura Mountains| Ischia| Valtellina| Imperia Italy| Saxonian Massif| Meurthe-et-Moselle France| Saxony-Anhalt Germany| Saar Basin| Gorizia Italy| Sudetic Basin| Aar Valley| Strona Valley| Southern Transdanubia| Bohemia| Northwestern Transdanubia| Ionian Zone| Baden-Wurttemberg Germany| Adriatic region| French Pyrenees| Lake Balaton| Tarvisio Italy| Tavetsch| Transcaucasia| Lake Onega| Vosges Mountains| Bas-Rhin France| Eastern Alps| Vistula River valley| Euganean Hills| Liechtenstein| Quercy| Wurttemberg| Ardeche France| Valencia Spain| Haute-Saone France| Andalusia Spain| Kaiserstuhl| Vienna Basin| Thera| Transylvanian Alps| Western Europe| Czech Republic| Aar Massif| European Platform| Hungary| Stubai Alps| Sweden| Upper Silesian coal basin| Carpathian Foreland| Rhine River| Lesbos| Vosges France| Esk Trough| Braganca Portugal| England| Savoy| Moravia| Ireland| Monaco| Dniester-Prut Interfluve| Macedonia| Monti Berici| Vestmannaeyjar| Finland| Variscides| Pomerania| Languedoc| Biella Italy| Welsh Borderland| Ambin Massif| Slovakia| Roussillon| Rhineland| Luxembourg| Luxembourg Luxembourg| Elba| Pannonian Basin| Epirus Greece| Transcarpathia Ukraine| Terni Italy| Seine Valley| Greek Aegean Islands| Vogtland| Katzenbuckel| Provence| Cuisian| Greek Macedonia| Istria| Danube Valley| Herault France| Inn Valley| Meseta| Black Forest| Gault| Silesia| Valais Switzerland| Romania| North Rhine-Westphalia| Ebro Basin| Jura Switzerland;Riphean| Rauracian| Lochkovian| Elsterian| upper Cenomanian| Llandeilian| Tithonian| Dittonian| Kimmeridgian| Portlandian| Tongrian| Thanetian| Sicilian| Rhenish Hesse| Riss/Wurm Interglacial| Pragian| Gargasian| Turolian| Wenlockian| Gzhelian| Ipswichian| Riss| Gelasiano| Saxonian| Cenomanian| Vraconian| Eggenburgian| Landenian| Volgian| Hauterivian| Neocomian| upper Maestrichtian| Lower Anisian| Vistulian| upper Riphean| Westphalian| Helvetian| Indian Ocean| Romanian| lower Turonian| Lattorfian| Saalian| Lewisian| Llandoverian| Sarmatian| Rhaetian| Santonian| Tethys| Wealden| Avonian| Lotharingian| Torridonian| Cromerian| Levantinian| Zechstein| upper Visean| Vindobonian| Tortonian| Priabonian| Eemian| Mindel| Uralian| Frasnian| Stephanian| Stampian| Astian| Maestrichtian| Badenian| European Union| upper Weichselian| Rhine Basin| Paleotethys| Upper Anisian| Tournaisian| Meotian| Ludian| Rhenish Schiefergebirge| Caledonides| Muschelkalk| Rotliegendes| Keuper| Pontian| Hoxnian| Bartonian| Akchagylian| Cantabrian| Purbeckian| Strunian| Versilian| Sequanian| Montian| Eifelian| Vallesian| Scythian| Ilerdian| Messinian| Svecofennian| Sakmarian| Sinemurian| Berriasian| Hettangian| Holsteinian| Silesian| islands| Siegenian| Turonian| Assyntic Orogeny| Kazanian| Vendian| Tyrrhenian| Namurian| Rupelian| Artinskian| Cadomian Orogeny| Danian| Zanclean| Viruan| Kupferschiefer| Oxfordian| Preboreal| Urgonian| Egerian| Pliensbachian| Llanvirnian| Toarcian| Magdalenian| Lusitanian| Mindel/Riss Interglacial| Kungurian| Givetian| Milazzian| Buntsandstein| Ludlovian| Mousterian| Laxfordian| Ottnangian| Sparnacian| Tremadocian| Ruscinian| Gedinnian| Tabianian| Malm| Moinian| Thuringian| Asbian| Ypresian| Sudetic Orogeny| Moscovian| Bashkirian| Pridolian| Cordevolian| Valanginian| Mozambique Channel| Langhian| Weichselian| Tarannon| Subboreal| Wurm| Dacian| Villafranchian| Sannoisian| Werfenian| Jotnian| Eurasia| Tatarian| Aldanian| Lapland| Flandrian| Visean| Asturian Orogeny| Asselian| Lutetian| Devensian;Europe;;-1.0;19.152.194.902.449.600;18.382.149.958.351.200;774.948.171.005.788;0.025000000000000022;0.1428571428571429;0.2857142857142858;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
44;44;http://linkeddata.ge.imati.cnr.it/resource/ThIST/sainthelena;http://aims.fao.org/aos/agrovoc/c_7347;?;E;Saint Helena, Ascension and Tristan da Cunha;;Saint Helena;;Africa| United Kingdom;;islands| Atlantic Ocean;Saint Helena;;0.5938650997588157;13.368.079.616.833.400;2.863.355.920.664.960;8.311.416.070.810.210;0.0;0.16666666666666663;0.45238095238095244;-2,22E-01;0.0;23.899.632.939.049.200;4.779.926.587.809.840;1.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
45;45;http://linkeddata.ge.imati.cnr.it/resource/ThIST/santelena;http://aims.fao.org/aos/agrovoc/c_7347;?;E;Saint Helena, Ascension and Tristan da Cunha;;Saint Helena;;;;;Saint Helena;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-2,22E-01;0.0;23.899.632.939.049.200;4.779.926.587.809.840;1.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
46;46;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cameroon;http://aims.fao.org/aos/agrovoc/c_1229;E;E;Central Africa;COMPACI;Cameroon;United Republic of Cameroon| Cameroun;Africa| West Africa;Douala Cameroon;Gulf of Guinea| Niger River Basin| Congo River| Lake Chad| Congo River Basin;Cameroon;;1.968.314.407.378.110;0.9277817853434221;289.396.331.075.716;6.570.177.056.750.390;0.10526315789473684;1.0;22.857.142.857.142.800;-1.0;0.0;0.0;0.0;1.0;1.0;1.0;-1.0;2.829.545.555.209.470;3.466.870.564.530.640;2.897.946.568.529.190;0.0;0.2857142857142857;0.7142857142857143
47;47;http://linkeddata.ge.imati.cnr.it/resource/ThIST/congo;http://aims.fao.org/aos/agrovoc/c_1811;E;E;Central Africa;;Congo;Middle Congo| Congo (Brazzaville)| Republic of the Congo| People's Republic of the Congo;Africa| West Africa;Brazzaville Congo;Congo River| Congo River Basin;Congo;;1.968.314.407.378.110;0.9277817853434221;289.396.331.075.716;6.570.177.056.750.390;0.10526315789473684;1.0;22.857.142.857.142.800;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
48;48;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cotedivoire;http://aims.fao.org/aos/agrovoc/c_4027;E;E;West Africa;COMPACI;Cote d'Ivoire;Ivory Coast| Republic of the Ivory Coast;Africa| West Africa;Yamoussoukro Ivory Coast;Volta River| Volta Basin;Ivory Coast;;32.469.294.908.929.300;0.4792268313856488;289.396.331.075.716;868.188.993.227.148;0.0;1.0;3.0;-0.7555311347819166;11.306.114.336.014.300;2.638.791.391.891.120;5.247.664.265.234.530;0.0;0.4;0.4;-1.0;29.553.021.059.465.700;2.666.962.045.528.820;10.137.899.327.287.000;0.0;0.2857142857142857;0.5714285714285714
49;49;http://linkeddata.ge.imati.cnr.it/resource/ThIST/gambia;http://aims.fao.org/aos/agrovoc/c_3177;E;E;West Africa;;Gambia;Republic of The Gambia;Africa| West Africa;Banjul Gambia;Gambie River| Ganbie basin;Gambia;;32.469.294.908.929.300;0.4792268313856488;289.396.331.075.716;868.188.993.227.148;0.0;1.0;3.0;-1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
50;50;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ghana;http://aims.fao.org/aos/agrovoc/c_3253;E;E;West Africa;COMPACI;Ghana;Republic of Ghana;Africa| West Africa;Accra Ghana| Lake Volta;Gulf of Guinea| Volta River| Volta Basin;Ghana;;32.469.294.908.929.300;0.4792268313856488;289.396.331.075.716;868.188.993.227.148;0.0;1.0;3.0;-2,22E-01;0.0;0.0;0.0;1.0;1.0;1.0;-1.0;29.470.500.325.499.700;27.225.421.337.577.400;1.537.925.956.162.440;0.0;0.2857142857142857;0.5714285714285714
51;51;http://linkeddata.ge.imati.cnr.it/resource/ThIST/guine-bissau;http://aims.fao.org/aos/agrovoc/c_3427;E;E;West Africa;;Guinea-Bissau;Portuguese Guinea| Republic of Guinea-Bissau;Africa| West Africa;Bissau Guinea-Bissau;;Guinea-Bissau;;32.469.294.908.929.300;0.4792268313856488;289.396.331.075.716;868.188.993.227.148;0.0;1.0;3.0;-1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
52;52;http://linkeddata.ge.imati.cnr.it/resource/ThIST/guinee;http://aims.fao.org/aos/agrovoc/c_3423;E;E;West Africa;;Guinea;Republic of Guinea;Africa| West Africa;Conakry Guinea;Gambie River| Niger River| Senegal Basin| Ganbie basin| Senegal River;Guinea;;32.469.294.908.929.300;0.4792268313856488;289.396.331.075.716;868.188.993.227.148;0.0;1.0;3.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
53;53;http://linkeddata.ge.imati.cnr.it/resource/ThIST/liberia;http://aims.fao.org/aos/agrovoc/c_4307;E;E;West Africa;;Liberia;Republic of Liberia;Africa| West Africa;Monrovia Liberia;;Liberia;;32.469.294.908.929.300;0.4792268313856488;289.396.331.075.716;868.188.993.227.148;0.0;1.0;3.0;-1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
54;54;http://linkeddata.ge.imati.cnr.it/resource/ThIST/mali;http://aims.fao.org/aos/agrovoc/c_4540;E;E;West Africa;;Mali;Republic of Mali;Africa| West Africa;Tombouctou Mali| Cliff of Bandiagara| Bamako Mali;Niger River Basin| Niger River| Sahel| Senegal Basin| Senegal River| Niger Valley;Mali;;32.469.294.908.929.300;0.4792268313856488;289.396.331.075.716;868.188.993.227.148;0.0;1.0;3.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
55;55;http://linkeddata.ge.imati.cnr.it/resource/ThIST/nigeria;http://aims.fao.org/aos/agrovoc/c_5182;E;E;West Africa;;Nigeria;Federal Republic of Nigeria;Africa| West Africa;Niger Delta| Abuja Nigeria;Niger River| Lake Chad;Nigeria;;32.469.294.908.929.300;0.4792268313856488;289.396.331.075.716;868.188.993.227.148;0.0;1.0;3.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
56;56;http://linkeddata.ge.imati.cnr.it/resource/ThIST/senegal;http://aims.fao.org/aos/agrovoc/c_6970;E;E;West Africa;;Senegal;Republic of Senegal;Africa| West Africa;Dakar Senegal;Gambie River| Sahel| Senegal Basin| Ganbie basin| Senegal River;Senegal;;32.469.294.908.929.300;0.4792268313856488;289.396.331.075.716;868.188.993.227.148;0.0;1.0;3.0;-1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
57;57;http://linkeddata.ge.imati.cnr.it/resource/ThIST/sierraleone;http://aims.fao.org/aos/agrovoc/c_7057;E;E;West Africa;;Sierra Leone;Republic of Sierra Leone;Africa| West Africa;Freetown Sierra Leone;;Sierra Leone;;32.469.294.908.929.300;0.4792268313856488;289.396.331.075.716;868.188.993.227.148;0.0;1.0;3.0;24.001.369.073.076.700;0.0;2.032.440.220.227.140;4.064.880.440.454.290;1.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
58;58;http://linkeddata.ge.imati.cnr.it/resource/ThIST/tchad;http://aims.fao.org/aos/agrovoc/c_1487;E;E;Central Africa;;Chad;Tchad| Republic of Chad;Africa| West Africa;Tibesti Massif;Sahel| Chad Basin| Lake Chad| Sahara;Chad;;1.968.314.407.378.110;0.9277817853434221;289.396.331.075.716;6.570.177.056.750.390;0.10526315789473684;1.0;22.857.142.857.142.800;-2,22E-01;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
59;59;http://linkeddata.ge.imati.cnr.it/resource/ThIST/togo;http://aims.fao.org/aos/agrovoc/c_7801;E;E;West Africa;;Togo;Togolese Republic;Africa| West Africa;Lomé Togo;Volta Basin;Togo;;32.469.294.908.929.300;0.4792268313856488;289.396.331.075.716;868.188.993.227.148;0.0;1.0;3.0;2,22E-01;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
60;60;http://linkeddata.ge.imati.cnr.it/resource/ThIST/americacentrale;http://aims.fao.org/aos/agrovoc/c_1434;E;E;Americas;;Central America;;America;Honduras| Cuba| Cayman Islands| Puerto Rico| Jamaica| Navassa Island| Saint Kitts and Nevis| Haiti| Grenada| Poas| Anguilla| El Salvador| Saint Lucia| Montserrat| Mexico| Belize| Panama| Panama City Panama| Turks and Caicos Islands| Guatemala| Guatemala City Guatemala| Greater Antilles| Netherlands Antilles| Dominica| Guadeloupe| Antigua and Barbuda| Costa Rica| Barbados| Martinique| Mount Pelee| Saint Vincent and the Grenadines| Hispaniola| Nicaragua;Latin America;Central America;;-0.40972602490073085;0.417059977849529;0.48672052473265726;0.48672052473265726;0.875;0.875;0.875;2.126.099.132.287.840;0.0;13.914.783.844.673;27.829.567.689.346;1.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
61;61;http://linkeddata.ge.imati.cnr.it/resource/ThIST/analisiqualitativa;http://aims.fao.org/aos/agrovoc/c_35284;E;E;Analytical methods;;Qualitative analysis;Qualitative analytical techniques;analysis;;quantitative analysis| analytical method| laboratory test;qualitative analysis;;0.15832442173609973;1.672.475.470.209.470;2.316.128.949.210.830;2.316.128.949.210.830;0.2777777777777778;0.6;0.6;23.955.943.420.067.800;0.2390366855801505;21.818.779.399.339.600;4.363.755.879.867.930;0.95;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
