Broaders Of THIST Concept;THIST Concept's PrefLabel;THIST Concept  URI;DBPEDIA Concept URI;DBPEDIA Concept's PrefLabel;Broaders Of  DBPEDIA Concept;"E =ExactMAtch ; C= CloseMatch ; B= broaderMatch ; N= NarrowMAtch   NA= in corrispondenza di una della righe dei mapping che secondo voi non sono da accettare;  (definizioni  relazioni di mapping sono rintracciabili su http://www.w3.org/TR/skos-reference/#mapping)"
;Corfu;http://linkeddata.ge.imati.cnr.it/resource/ThIST/corfu;http://dbpedia.org/resource/Category:Corfu;Corfu;Wikipedia categories named after islands;E
;corrosion;http://linkeddata.ge.imati.cnr.it/resource/ThIST/corrosione;http://dbpedia.org/resource/Category:Corrosion;Corrosion;Chemical processes;E
;corrosion;http://linkeddata.ge.imati.cnr.it/resource/ThIST/corrosione;http://dbpedia.org/resource/Category:Corrosion;Corrosion;Electrochemistry;E
;corrosion;http://linkeddata.ge.imati.cnr.it/resource/ThIST/corrosione;http://dbpedia.org/resource/Category:Corrosion;Corrosion;Materials degradation;E
;corrosion;http://linkeddata.ge.imati.cnr.it/resource/ThIST/corrosione;http://dbpedia.org/resource/Category:Corrosion;Corrosion;Mechanical failure modes;E
;corrosion;http://linkeddata.ge.imati.cnr.it/resource/ThIST/corrosione;http://dbpedia.org/resource/Category:Corrosion;Corrosion;Metallurgy;E
;craters;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cratere;http://dbpedia.org/resource/Category:Craters;Craters;Depressions (geology);E
;craters;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cratere;http://dbpedia.org/resource/Category:Craters;Craters;Geology;E
;cratons;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cratone;http://dbpedia.org/resource/Category:Cratons;Cratons;Plate tectonics;E
;creationism;http://linkeddata.ge.imati.cnr.it/resource/ThIST/creazionismo;http://dbpedia.org/resource/Category:Creationism;Creationism;Christian cosmology;E
;creationism;http://linkeddata.ge.imati.cnr.it/resource/ThIST/creazionismo;http://dbpedia.org/resource/Category:Creationism;Creationism;Christianity-related controversies;E
;creationism;http://linkeddata.ge.imati.cnr.it/resource/ThIST/creazionismo;http://dbpedia.org/resource/Category:Creationism;Creationism;Creation myths;E
;creationism;http://linkeddata.ge.imati.cnr.it/resource/ThIST/creazionismo;http://dbpedia.org/resource/Category:Creationism;Creationism;Evolution and religion;E
;creationism;http://linkeddata.ge.imati.cnr.it/resource/ThIST/creazionismo;http://dbpedia.org/resource/Category:Creationism;Creationism;Pseudoscience;E
;creationism;http://linkeddata.ge.imati.cnr.it/resource/ThIST/creazionismo;http://dbpedia.org/resource/Category:Creationism;Creationism;Religion and science;E
;crystals;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cristallo;http://dbpedia.org/resource/Category:Crystals;Crystals;Crystalline solids;E
;crystallography;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cristallografia;http://dbpedia.org/resource/Category:Crystallography;Crystallography;Analytical chemistry;E
;crystallography;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cristallografia;http://dbpedia.org/resource/Category:Crystallography;Crystallography;Biophysics;E
;crystallography;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cristallografia;http://dbpedia.org/resource/Category:Crystallography;Crystallography;Condensed matter physics;E
;crystallography;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cristallografia;http://dbpedia.org/resource/Category:Crystallography;Crystallography;Euclidean solid geometry;E
;crystallography;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cristallografia;http://dbpedia.org/resource/Category:Crystallography;Crystallography;Mineralogy;E
;chromates;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cromati;http://dbpedia.org/resource/Category:Chromates;Chromates;Chromium compounds;E
;chromates;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cromati;http://dbpedia.org/resource/Category:Chromates;Chromates;Salts;E
;chronology;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cronologia;http://dbpedia.org/resource/Category:Chronology;Chronology;Auxiliary sciences of history;E
;chronology;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cronologia;http://dbpedia.org/resource/Category:Chronology;Chronology;Fields of history;E
;chronology;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cronologia;http://dbpedia.org/resource/Category:Chronology;Chronology;Humanities;E
;chronology;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cronologia;http://dbpedia.org/resource/Category:Chronology;Chronology;Main topic classifications;E
;chronology;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cronologia;http://dbpedia.org/resource/Category:Chronology;Chronology;Timekeeping;E
;curricula;http://linkeddata.ge.imati.cnr.it/resource/ThIST/curriculum;http://dbpedia.org/resource/Category:Curricula;Curricula;Didactics;E
;curricula;http://linkeddata.ge.imati.cnr.it/resource/ThIST/curriculum;http://dbpedia.org/resource/Category:Curricula;Curricula;Education;E
;curricula;http://linkeddata.ge.imati.cnr.it/resource/ThIST/curriculum;http://dbpedia.org/resource/Category:Curricula;Curricula;Pedagogy;E
;dates;http://linkeddata.ge.imati.cnr.it/resource/ThIST/dataassoluta;http://dbpedia.org/resource/Category:Dates;Dates;History by period;E
;data;http://linkeddata.ge.imati.cnr.it/resource/ThIST/dato;http://dbpedia.org/resource/Category:Data;Data;Computing;E
;data;http://linkeddata.ge.imati.cnr.it/resource/ThIST/dato;http://dbpedia.org/resource/Category:Data;Data;Data processing;E
;data;http://linkeddata.ge.imati.cnr.it/resource/ThIST/dato;http://dbpedia.org/resource/Category:Data;Data;Information;E
;data;http://linkeddata.ge.imati.cnr.it/resource/ThIST/dato;http://dbpedia.org/resource/Category:Data;Data;Information technology;E
;definition;http://linkeddata.ge.imati.cnr.it/resource/ThIST/definizione;http://dbpedia.org/resource/Category:Definition;Definition;Lexicography;E
;definition;http://linkeddata.ge.imati.cnr.it/resource/ThIST/definizione;http://dbpedia.org/resource/Category:Definition;Definition;Meaning (philosophy of language);E
;definition;http://linkeddata.ge.imati.cnr.it/resource/ThIST/definizione;http://dbpedia.org/resource/Category:Definition;Definition;Philosophical logic;E
;definition;http://linkeddata.ge.imati.cnr.it/resource/ThIST/definizione;http://dbpedia.org/resource/Category:Definition;Definition;Philosophy of language;E
;definition;http://linkeddata.ge.imati.cnr.it/resource/ThIST/definizione;http://dbpedia.org/resource/Category:Definition;Definition;Semantics;E
;deforestation;http://linkeddata.ge.imati.cnr.it/resource/ThIST/deforestazione;http://dbpedia.org/resource/Category:Deforestation;Deforestation;Environmental issues with forests;E
;deforestation;http://linkeddata.ge.imati.cnr.it/resource/ThIST/deforestazione;http://dbpedia.org/resource/Category:Deforestation;Deforestation;Forestry;E
;deforestation;http://linkeddata.ge.imati.cnr.it/resource/ThIST/deforestazione;http://dbpedia.org/resource/Category:Deforestation;Deforestation;Forests;E
;density;http://linkeddata.ge.imati.cnr.it/resource/ThIST/densita;http://dbpedia.org/resource/Category:Density;Density;Mass;E
;density;http://linkeddata.ge.imati.cnr.it/resource/ThIST/densita;http://dbpedia.org/resource/Category:Density;Density;Physical quantities;E
;density;http://linkeddata.ge.imati.cnr.it/resource/ThIST/densita;http://dbpedia.org/resource/Category:Density;Density;Volume;E
;teeth;http://linkeddata.ge.imati.cnr.it/resource/ThIST/dente;http://dbpedia.org/resource/Category:Teeth;Teeth;Dental anatomy;E
;teeth;http://linkeddata.ge.imati.cnr.it/resource/ThIST/dente;http://dbpedia.org/resource/Category:Teeth;Teeth;Mouth;E
;desertification;http://linkeddata.ge.imati.cnr.it/resource/ThIST/desertificazione;http://dbpedia.org/resource/Category:Desertification;Desertification;Deserts;E
;desertification;http://linkeddata.ge.imati.cnr.it/resource/ThIST/desertificazione;http://dbpedia.org/resource/Category:Desertification;Desertification;Environmental issues;E
;desertification;http://linkeddata.ge.imati.cnr.it/resource/ThIST/desertificazione;http://dbpedia.org/resource/Category:Desertification;Desertification;Environmental issues with agriculture;E
;desertification;http://linkeddata.ge.imati.cnr.it/resource/ThIST/desertificazione;http://dbpedia.org/resource/Category:Desertification;Desertification;Environmental soil science;E
;diffraction;http://linkeddata.ge.imati.cnr.it/resource/ThIST/diffrazione;http://dbpedia.org/resource/Category:Diffraction;Diffraction;Crystallography;E
;diffraction;http://linkeddata.ge.imati.cnr.it/resource/ThIST/diffrazione;http://dbpedia.org/resource/Category:Diffraction;Diffraction;Physical optics;E
;diffraction;http://linkeddata.ge.imati.cnr.it/resource/ThIST/diffrazione;http://dbpedia.org/resource/Category:Diffraction;Diffraction;Spectroscopy;E
;diffraction;http://linkeddata.ge.imati.cnr.it/resource/ThIST/diffrazione;http://dbpedia.org/resource/Category:Diffraction;Diffraction;Wave mechanics;E
;diffusion;http://linkeddata.ge.imati.cnr.it/resource/ThIST/diffusione;http://dbpedia.org/resource/Category:Diffusion;Diffusion;Transport phenomena;E
;scattering;http://linkeddata.ge.imati.cnr.it/resource/ThIST/diffusionedonda;http://dbpedia.org/resource/Category:Scattering;Scattering;Atomic physics;E
;scattering;http://linkeddata.ge.imati.cnr.it/resource/ThIST/diffusionedonda;http://dbpedia.org/resource/Category:Scattering;Scattering;Nuclear physics;E
;scattering;http://linkeddata.ge.imati.cnr.it/resource/ThIST/diffusionedonda;http://dbpedia.org/resource/Category:Scattering;Scattering;Particle physics;E
;dams;http://linkeddata.ge.imati.cnr.it/resource/ThIST/diga;http://dbpedia.org/resource/Category:Dams;Dams;Agricultural buildings;E
;dams;http://linkeddata.ge.imati.cnr.it/resource/ThIST/diga;http://dbpedia.org/resource/Category:Dams;Dams;Flood control;E
;dams;http://linkeddata.ge.imati.cnr.it/resource/ThIST/diga;http://dbpedia.org/resource/Category:Dams;Dams;Geotechnical engineering;E
;dams;http://linkeddata.ge.imati.cnr.it/resource/ThIST/diga;http://dbpedia.org/resource/Category:Dams;Dams;Hydraulic structures;E
;dams;http://linkeddata.ge.imati.cnr.it/resource/ThIST/diga;http://dbpedia.org/resource/Category:Dams;Dams;Physical infrastructure;E
;dams;http://linkeddata.ge.imati.cnr.it/resource/ThIST/diga;http://dbpedia.org/resource/Category:Dams;Dams;Rivers;E
;dams;http://linkeddata.ge.imati.cnr.it/resource/ThIST/diga;http://dbpedia.org/resource/Category:Dams;Dams;Water supply infrastructure;E
;dynamics;http://linkeddata.ge.imati.cnr.it/resource/ThIST/dinamica;http://dbpedia.org/resource/Category:Dynamics;Dynamics;Concepts in physics;E
;dynamics;http://linkeddata.ge.imati.cnr.it/resource/ThIST/dinamica;http://dbpedia.org/resource/Category:Dynamics;Dynamics;Motion;E
;dynamics;http://linkeddata.ge.imati.cnr.it/resource/ThIST/dinamica;http://dbpedia.org/resource/Category:Dynamics;Dynamics;Physics;E
;dynamics;http://linkeddata.ge.imati.cnr.it/resource/ThIST/dinamica;http://dbpedia.org/resource/Category:Dynamics;Dynamics;Rigid bodies mechanics;E
;dictionaries;http://linkeddata.ge.imati.cnr.it/resource/ThIST/dizionario;http://dbpedia.org/resource/Category:Dictionaries;Dictionaries;Lexicography;E
;dictionaries;http://linkeddata.ge.imati.cnr.it/resource/ThIST/dizionario;http://dbpedia.org/resource/Category:Dictionaries;Dictionaries;Tertiary sources;E
;DNA;http://linkeddata.ge.imati.cnr.it/resource/ThIST/dna;http://dbpedia.org/resource/Category:DNA;DNA;Genetics;E
;DNA;http://linkeddata.ge.imati.cnr.it/resource/ThIST/dna;http://dbpedia.org/resource/Category:DNA;DNA;Macromolecules;E
;DNA;http://linkeddata.ge.imati.cnr.it/resource/ThIST/dna;http://dbpedia.org/resource/Category:DNA;DNA;Nucleic acids;E
;demand;http://linkeddata.ge.imati.cnr.it/resource/ThIST/domanda;http://dbpedia.org/resource/Category:Demand;Demand;Macroeconomics and monetary economics;E
;drainage;http://linkeddata.ge.imati.cnr.it/resource/ThIST/drenaggio;http://dbpedia.org/resource/Category:Drainage;Drainage;Archaeological features;E
;drainage;http://linkeddata.ge.imati.cnr.it/resource/ThIST/drenaggio;http://dbpedia.org/resource/Category:Drainage;Drainage;Building engineering;E
;drainage;http://linkeddata.ge.imati.cnr.it/resource/ThIST/drenaggio;http://dbpedia.org/resource/Category:Drainage;Drainage;Horticulture and gardening;E
;drainage;http://linkeddata.ge.imati.cnr.it/resource/ThIST/drenaggio;http://dbpedia.org/resource/Category:Drainage;Drainage;Land management;E
;drainage;http://linkeddata.ge.imati.cnr.it/resource/ThIST/drenaggio;http://dbpedia.org/resource/Category:Drainage;Drainage;Landscape architecture;E
;drainage;http://linkeddata.ge.imati.cnr.it/resource/ThIST/drenaggio;http://dbpedia.org/resource/Category:Drainage;Drainage;Water management;E
;dunes;http://linkeddata.ge.imati.cnr.it/resource/ThIST/duna;http://dbpedia.org/resource/Category:Dunes;Dunes;Aeolian landforms;E
;dunes;http://linkeddata.ge.imati.cnr.it/resource/ThIST/duna;http://dbpedia.org/resource/Category:Dunes;Dunes;Coastal and oceanic landforms;E
;dunes;http://linkeddata.ge.imati.cnr.it/resource/ThIST/duna;http://dbpedia.org/resource/Category:Dunes;Dunes;Sand;E
;ecology;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ecologia;http://dbpedia.org/resource/Category:Ecology;Ecology;Branches of biology;E
;ecology;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ecologia;http://dbpedia.org/resource/Category:Ecology;Ecology;Environment;E
;economics;http://linkeddata.ge.imati.cnr.it/resource/ThIST/economia;http://dbpedia.org/resource/Category:Economics;Economics;Economies;E
;economics;http://linkeddata.ge.imati.cnr.it/resource/ThIST/economia;http://dbpedia.org/resource/Category:Economics;Economics;Social sciences;E
;economics;http://linkeddata.ge.imati.cnr.it/resource/ThIST/economia;http://dbpedia.org/resource/Category:Economics;Economics;Society;E
;ecosystems;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ecosistema;http://dbpedia.org/resource/Category:Ecosystems;Ecosystems;Biogeography;E
;ecosystems;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ecosistema;http://dbpedia.org/resource/Category:Ecosystems;Ecosystems;Biological systems;E
;ecosystems;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ecosistema;http://dbpedia.org/resource/Category:Ecosystems;Ecosystems;Classification systems;E
;ecosystems;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ecosistema;http://dbpedia.org/resource/Category:Ecosystems;Ecosystems;Ecoregions;E
;ecosystems;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ecosistema;http://dbpedia.org/resource/Category:Ecosystems;Ecosystems;Systems ecology;E
;buildings;http://linkeddata.ge.imati.cnr.it/resource/ThIST/edificio;http://dbpedia.org/resource/Category:Buildings;Buildings;;E
;metals;http://linkeddata.ge.imati.cnr.it/resource/ThIST/elementimetallici;http://dbpedia.org/resource/Category:Metals;Metals;Chemical substances;E
;metals;http://linkeddata.ge.imati.cnr.it/resource/ThIST/elementimetallici;http://dbpedia.org/resource/Category:Metals;Metals;Crystalline solids;E
;metals;http://linkeddata.ge.imati.cnr.it/resource/ThIST/elementimetallici;http://dbpedia.org/resource/Category:Metals;Metals;Materials;E
;electricity;http://linkeddata.ge.imati.cnr.it/resource/ThIST/elettricita;http://dbpedia.org/resource/Category:Electricity;Electricity;Electromagnetism;E
;electrodes;http://linkeddata.ge.imati.cnr.it/resource/ThIST/elettrodo;http://dbpedia.org/resource/Category:Electrodes;Electrodes;Electrical conductors;E
;electrodes;http://linkeddata.ge.imati.cnr.it/resource/ThIST/elettrodo;http://dbpedia.org/resource/Category:Electrodes;Electrodes;Electricity;E
;electrodes;http://linkeddata.ge.imati.cnr.it/resource/ThIST/elettrodo;http://dbpedia.org/resource/Category:Electrodes;Electrodes;Electrochemistry;E
;electrophoresis;http://linkeddata.ge.imati.cnr.it/resource/ThIST/elettroforesi;http://dbpedia.org/resource/Category:Electrophoresis;Electrophoresis;Biochemistry methods;E
;electrophoresis;http://linkeddata.ge.imati.cnr.it/resource/ThIST/elettroforesi;http://dbpedia.org/resource/Category:Electrophoresis;Electrophoresis;Electroanalytical methods;E
;electrophoresis;http://linkeddata.ge.imati.cnr.it/resource/ThIST/elettroforesi;http://dbpedia.org/resource/Category:Electrophoresis;Electrophoresis;Instrumental analysis;E
;electrophoresis;http://linkeddata.ge.imati.cnr.it/resource/ThIST/elettroforesi;http://dbpedia.org/resource/Category:Electrophoresis;Electrophoresis;Laboratory techniques;E
;electrophoresis;http://linkeddata.ge.imati.cnr.it/resource/ThIST/elettroforesi;http://dbpedia.org/resource/Category:Electrophoresis;Electrophoresis;Molecular biology;E
;electrophoresis;http://linkeddata.ge.imati.cnr.it/resource/ThIST/elettroforesi;http://dbpedia.org/resource/Category:Electrophoresis;Electrophoresis;Separation processes;E
;electrolysis;http://linkeddata.ge.imati.cnr.it/resource/ThIST/elettrolisi;http://dbpedia.org/resource/Category:Electrolysis;Electrolysis;Electrochemistry;E
;electrolysis;http://linkeddata.ge.imati.cnr.it/resource/ThIST/elettrolisi;http://dbpedia.org/resource/Category:Electrolysis;Electrolysis;Industrial gases;E
;electrolysis;http://linkeddata.ge.imati.cnr.it/resource/ThIST/elettrolisi;http://dbpedia.org/resource/Category:Electrolysis;Electrolysis;Separation processes;E
;electrolytes;http://linkeddata.ge.imati.cnr.it/resource/ThIST/elettrolita;http://dbpedia.org/resource/Category:Electrolytes;Electrolytes;Electrical conductors;E
;electrolytes;http://linkeddata.ge.imati.cnr.it/resource/ThIST/elettrolita;http://dbpedia.org/resource/Category:Electrolytes;Electrolytes;Electrochemistry;E
;emergence;http://linkeddata.ge.imati.cnr.it/resource/ThIST/emersione;http://dbpedia.org/resource/Category:Emergence;Emergence;Artificial life;E
;emergence;http://linkeddata.ge.imati.cnr.it/resource/ThIST/emersione;http://dbpedia.org/resource/Category:Emergence;Emergence;Concepts in metaphysics;E
;emergence;http://linkeddata.ge.imati.cnr.it/resource/ThIST/emersione;http://dbpedia.org/resource/Category:Emergence;Emergence;Cybernetics;E
;emergence;http://linkeddata.ge.imati.cnr.it/resource/ThIST/emersione;http://dbpedia.org/resource/Category:Emergence;Emergence;Evolution;E
;emergence;http://linkeddata.ge.imati.cnr.it/resource/ThIST/emersione;http://dbpedia.org/resource/Category:Emergence;Emergence;Metaphysics of mind;E
;emergence;http://linkeddata.ge.imati.cnr.it/resource/ThIST/emersione;http://dbpedia.org/resource/Category:Emergence;Emergence;Metaphysics of science;E
;emergence;http://linkeddata.ge.imati.cnr.it/resource/ThIST/emersione;http://dbpedia.org/resource/Category:Emergence;Emergence;Systems theory;E
;energy;http://linkeddata.ge.imati.cnr.it/resource/ThIST/energia;http://dbpedia.org/resource/Category:Energy;Energy;Concepts in physics;E
;energy;http://linkeddata.ge.imati.cnr.it/resource/ThIST/energia;http://dbpedia.org/resource/Category:Energy;Energy;Energy (physics);E
;energy;http://linkeddata.ge.imati.cnr.it/resource/ThIST/energia;http://dbpedia.org/resource/Category:Energy;Energy;Physical quantities;E
;enthalpy;http://linkeddata.ge.imati.cnr.it/resource/ThIST/entalpia;http://dbpedia.org/resource/Category:Enthalpy;Enthalpy;Physical quantities;E
;enthalpy;http://linkeddata.ge.imati.cnr.it/resource/ThIST/entalpia;http://dbpedia.org/resource/Category:Enthalpy;Enthalpy;Thermodynamic properties;E
;enthalpy;http://linkeddata.ge.imati.cnr.it/resource/ThIST/entalpia;http://dbpedia.org/resource/Category:Enthalpy;Enthalpy;Thermodynamics;E
;entropy;http://linkeddata.ge.imati.cnr.it/resource/ThIST/entropia;http://dbpedia.org/resource/Category:Entropy;Entropy;Dynamical systems;E
;entropy;http://linkeddata.ge.imati.cnr.it/resource/ThIST/entropia;http://dbpedia.org/resource/Category:Entropy;Entropy;Physical quantities;E
;entropy;http://linkeddata.ge.imati.cnr.it/resource/ThIST/entropia;http://dbpedia.org/resource/Category:Entropy;Entropy;Thermodynamic properties;E
;equations;http://linkeddata.ge.imati.cnr.it/resource/ThIST/equazione;http://dbpedia.org/resource/Category:Equations;Equations;Logical truth;E
;equations;http://linkeddata.ge.imati.cnr.it/resource/ThIST/equazione;http://dbpedia.org/resource/Category:Equations;Equations;Mathematical objects;E
;herbicides;http://linkeddata.ge.imati.cnr.it/resource/ThIST/erbicida;http://dbpedia.org/resource/Category:Herbicides;Herbicides;Agricultural chemicals;E
;herbicides;http://linkeddata.ge.imati.cnr.it/resource/ThIST/erbicida;http://dbpedia.org/resource/Category:Herbicides;Herbicides;Biocides;E
;herbicides;http://linkeddata.ge.imati.cnr.it/resource/ThIST/erbicida;http://dbpedia.org/resource/Category:Herbicides;Herbicides;Horticulture and gardening;E
;herbicides;http://linkeddata.ge.imati.cnr.it/resource/ThIST/erbicida;http://dbpedia.org/resource/Category:Herbicides;Herbicides;Lawn care;E
;herbicides;http://linkeddata.ge.imati.cnr.it/resource/ThIST/erbicida;http://dbpedia.org/resource/Category:Herbicides;Herbicides;Pesticides;E
;herbicides;http://linkeddata.ge.imati.cnr.it/resource/ThIST/erbicida;http://dbpedia.org/resource/Category:Herbicides;Herbicides;Plants;E
;erosion;http://linkeddata.ge.imati.cnr.it/resource/ThIST/erosione;http://dbpedia.org/resource/Category:Erosion;Erosion;Geological processes;E
;erosion;http://linkeddata.ge.imati.cnr.it/resource/ThIST/erosione;http://dbpedia.org/resource/Category:Erosion;Erosion;Geomorphology;E
;exploration;http://linkeddata.ge.imati.cnr.it/resource/ThIST/esplorazione;http://dbpedia.org/resource/Category:Exploration;Exploration;Economic history;E
;exploration;http://linkeddata.ge.imati.cnr.it/resource/ThIST/esplorazione;http://dbpedia.org/resource/Category:Exploration;Exploration;Geography;E
;exploration;http://linkeddata.ge.imati.cnr.it/resource/ThIST/esplorazione;http://dbpedia.org/resource/Category:Exploration;Exploration;Social history;E
;exploration;http://linkeddata.ge.imati.cnr.it/resource/ThIST/esplorazione;http://dbpedia.org/resource/Category:Exploration;Exploration;Types of travel;E
;explosions;http://linkeddata.ge.imati.cnr.it/resource/ThIST/esplosione;http://dbpedia.org/resource/Category:Explosions;Explosions;Man-made disasters;E
;extinction;http://linkeddata.ge.imati.cnr.it/resource/ThIST/estinzione;http://dbpedia.org/resource/Category:Extinction;Extinction;Death;E
;extinction;http://linkeddata.ge.imati.cnr.it/resource/ThIST/estinzione;http://dbpedia.org/resource/Category:Extinction;Extinction;Ecology;E
;extinction;http://linkeddata.ge.imati.cnr.it/resource/ThIST/estinzione;http://dbpedia.org/resource/Category:Extinction;Extinction;Evolutionarily significant biological phenomena;E
;extinction;http://linkeddata.ge.imati.cnr.it/resource/ThIST/estinzione;http://dbpedia.org/resource/Category:Extinction;Extinction;Paleontology;E
;age;http://linkeddata.ge.imati.cnr.it/resource/ThIST/eta;http://dbpedia.org/resource/Category:Age;Age;;E
;Eurasia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/eurasia;http://dbpedia.org/resource/Category:Eurasia;Eurasia;Afro-Eurasia;E
;Eurasia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/eurasia;http://dbpedia.org/resource/Category:Eurasia;Eurasia;Geography of Asia;E
;Eurasia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/eurasia;http://dbpedia.org/resource/Category:Eurasia;Eurasia;Geography of Europe;E
;Eurasia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/eurasia;http://dbpedia.org/resource/Category:Eurasia;Eurasia;Supercontinents;E
;Eurasia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/eurasia;http://dbpedia.org/resource/Category:Eurasia;Eurasia;Wikipedia categories named after continents;E
;evolution;http://linkeddata.ge.imati.cnr.it/resource/ThIST/evoluzione;http://dbpedia.org/resource/Category:Evolution;Evolution;Nature;E
;evolution;http://linkeddata.ge.imati.cnr.it/resource/ThIST/evoluzione;http://dbpedia.org/resource/Category:Evolution;Evolution;Origins;E
;evolution;http://linkeddata.ge.imati.cnr.it/resource/ThIST/evoluzione;http://dbpedia.org/resource/Category:Evolution;Evolution;Phenomena;E
;cliffs;http://linkeddata.ge.imati.cnr.it/resource/ThIST/falesia;http://dbpedia.org/resource/Category:Cliffs;Cliffs;Erosion landforms;E
;cliffs;http://linkeddata.ge.imati.cnr.it/resource/ThIST/falesia;http://dbpedia.org/resource/Category:Cliffs;Cliffs;Slope landforms;E
;Phanerozoic;http://linkeddata.ge.imati.cnr.it/resource/ThIST/fanerozoico;http://dbpedia.org/resource/Category:Phanerozoic;Phanerozoic;Geologic time scale;E
;fertilizers;http://linkeddata.ge.imati.cnr.it/resource/ThIST/fertilizzante;http://dbpedia.org/resource/Category:Fertilizers;Fertilizers;Agricultural chemicals;E
;fertilizers;http://linkeddata.ge.imati.cnr.it/resource/ThIST/fertilizzante;http://dbpedia.org/resource/Category:Fertilizers;Fertilizers;Agricultural soil science;E
;fertilizers;http://linkeddata.ge.imati.cnr.it/resource/ThIST/fertilizzante;http://dbpedia.org/resource/Category:Fertilizers;Fertilizers;Agriculture;E
;fertilizers;http://linkeddata.ge.imati.cnr.it/resource/ThIST/fertilizzante;http://dbpedia.org/resource/Category:Fertilizers;Fertilizers;Agronomy;E
;fertilizers;http://linkeddata.ge.imati.cnr.it/resource/ThIST/fertilizzante;http://dbpedia.org/resource/Category:Fertilizers;Fertilizers;Horticulture and gardening;E
;fertilizers;http://linkeddata.ge.imati.cnr.it/resource/ThIST/fertilizzante;http://dbpedia.org/resource/Category:Fertilizers;Fertilizers;Lawn care;E
;fertilizers;http://linkeddata.ge.imati.cnr.it/resource/ThIST/fertilizzante;http://dbpedia.org/resource/Category:Fertilizers;Fertilizers;Nitrogen metabolism;E
;fertilizers;http://linkeddata.ge.imati.cnr.it/resource/ThIST/fertilizzante;http://dbpedia.org/resource/Category:Fertilizers;Fertilizers;Soil chemistry;E
;fertilizers;http://linkeddata.ge.imati.cnr.it/resource/ThIST/fertilizzante;http://dbpedia.org/resource/Category:Fertilizers;Fertilizers;Soil improvers;E
;philosophy;http://linkeddata.ge.imati.cnr.it/resource/ThIST/filosofia;http://dbpedia.org/resource/Category:Philosophy;Philosophy;Abstraction;E
;philosophy;http://linkeddata.ge.imati.cnr.it/resource/ThIST/filosofia;http://dbpedia.org/resource/Category:Philosophy;Philosophy;Humanities;E
;philosophy;http://linkeddata.ge.imati.cnr.it/resource/ThIST/filosofia;http://dbpedia.org/resource/Category:Philosophy;Philosophy;Philosophy maintenance categories;E
;philosophy;http://linkeddata.ge.imati.cnr.it/resource/ThIST/filosofia;http://dbpedia.org/resource/Category:Philosophy;Philosophy;Thought;E
;filtration;http://linkeddata.ge.imati.cnr.it/resource/ThIST/filtrazione;http://dbpedia.org/resource/Category:Filtration;Filtration;Separation processes;E
;filters;http://linkeddata.ge.imati.cnr.it/resource/ThIST/filtro;http://dbpedia.org/resource/Category:Filters;Filters;Chemical equipment;E
;filters;http://linkeddata.ge.imati.cnr.it/resource/ThIST/filtro;http://dbpedia.org/resource/Category:Filters;Filters;Filtration;E
;filters;http://linkeddata.ge.imati.cnr.it/resource/ThIST/filtro;http://dbpedia.org/resource/Category:Filters;Filters;Tools;E
;flowers;http://linkeddata.ge.imati.cnr.it/resource/ThIST/fiore;http://dbpedia.org/resource/Category:Flowers;Flowers;Garden plants;E
;flowers;http://linkeddata.ge.imati.cnr.it/resource/ThIST/fiore;http://dbpedia.org/resource/Category:Flowers;Flowers;Plants;E
;physiology;http://linkeddata.ge.imati.cnr.it/resource/ThIST/fisiologia;http://dbpedia.org/resource/Category:Physiology;Physiology;Branches of biology;E
;fluorescence;http://linkeddata.ge.imati.cnr.it/resource/ThIST/fluorescenza;http://dbpedia.org/resource/Category:Fluorescence;Fluorescence;Luminescence;E
;fluorescence;http://linkeddata.ge.imati.cnr.it/resource/ThIST/fluorescenza;http://dbpedia.org/resource/Category:Fluorescence;Fluorescence;Spectroscopy;E
