,s,o,KindOfLink,oBT,oNT,oRT,oPrefLabel,oAltLabels,sBT,sNT,sRT,sPrefLabel,sAltLabels
1229,http://linkeddata.ge.imati.cnr.it/resource/ThIST/geologo,http://aims.fao.org/aos/agrovoc/c_3231,E,scientists,Mineralogists| Geomorphologists| Petrologists,,Geologists,,,,cartography| prospecting| field geology| land use| geotechnics| geology| practice,geologists,
1230,http://linkeddata.ge.imati.cnr.it/resource/ThIST/geometria,http://aims.fao.org/aos/agrovoc/c_1335430122507,E,mathematics,,,geometry,,,,plate geometry| statistical analysis| mathematical geology| topology| geodetic coordinates| quantitative geomorphology| tortuosity| structural analysis| channel geometry| ellipticity| folds| eccentricity| waterways,geometry,
1231,http://linkeddata.ge.imati.cnr.it/resource/ThIST/geomorfologia,http://aims.fao.org/aos/agrovoc/c_3233,E,Geology,Topography,,Geomorphology,,,geomorphologic effects,surficial geology maps| neotectonics| rockslides| wadis| taiga environment| stalagmites| meteor craters| wetlands| marine erosion| pediplains| reefs| soil erosion| semi-arid environment| bogs| marshes| periglacial environment| slumping| boulder trains| bedforms| degradation| relief exposure| deltas| lava tubes| glacial lakes| beaches| mud volcanoes| salt marshes| liquefaction| tributaries| craters| soils| sea-level changes| thermokarst| arid environment| underground cavities| braided streams| tundra| paleorelief| astroblemes| stream capture| mass movements| glacial features| littoral erosion| ponds| boulders| alluvial plains| bays| drainage patterns| eskers| hills| cratering| aerial photography| impact features| karren| bars| terrains| buried channels| hydrology| buried valleys| erosion| avalanches| exhumation| solution features| limnology| marine terraces| karst hydrology| applied geology| playas| lava fields| corrosion| landscapes| cuestas| lacustrine features| wave-cut platforms| caves| potholes| volcanoes| swallow hole| tidal channels| geodesy| geomorfologic evolution| shore features| cartography| physiographic maps| continental dunes| surficial geology| hummocks| shatter cones| debris flows| coastal dunes| maars| beach ridges| stalactites| landform evolution| relief inversion| mudslides| patterned ground| glacis| longshore bars| cauldrons| inlets| polygons| barchans| streams| calderas| floodplains| surface features| stream order| river terraces| plains| landform description| waterfalls| savannas| maps| mountains| slopes| environmental geology| coastal plains| permafrost| levees| poljes| volcanic necks| colluvium| kames| tors| disarray| lagoons| depressions| karst| sinkholes| inselbergs| debris| lava channels| exfoliation| gullies| watersheds| uplands| quantitative geomorphology| berms| denudation| weathering| pseudokarst| dolines| tidal inlets| furrows| wind action| estuaries| glaciotectonics| cascades| divides| bend| eolian features| solifluction| Rijeka Croatia| rivers| impact craters| sedimentology| creep| karst filling| morphogenesis| landforms| tidal flats| channel geometry| arroyos| desertification| steppes| swamps| capes| pediments| point bars| spits| glacial environment| solution cavities| extinct lakes| drumlins| physiographic provinces| deposition| coastlines| benches| geomorphologic maps| forelands| cinder cones| landslides| shorelines| yardangs| lakes| dry valleys| mesas| erosion features| lava lakes| cryptoexplosion features| bluffs| rockfalls| loop| debris cones| impacts| frost action| sand boils| meanders| valleys| paleokarst| talus slopes| cliffs| natural curiosities| earthflows| dunes| ice-marginal features| mud banks| rapids| water erosion| peneplains| barrier beaches| topography| wind erosion| muskegs| karstification| slope stability| klippen| erosion cycle| speleology| erosion surfaces| deserts| loess| fjords| digital terrain models| shoals| badlands| planation| speleothems| congelifraction| collapse| ecology| domes| underground streams| aggradation| environment| tectonic controls| scarps| glacial geology| morphometry| glacial erosion| etching| morphostructures| waterways| chimneys| volcanic features| highlands| alluvial fans| paleogeography| geography| riverbed| isostasy| canyons| caverns| meromictic lakes| terrain classification| fluvial features| mangrove swamps| channels,geomorphology,
1232,http://linkeddata.ge.imati.cnr.it/resource/ThIST/geotessile,http://aims.fao.org/aos/agrovoc/c_33499,E,Processed products,,Textiles,Geotextiles,Landscape fabrics,,,erosion control| geomembranes| reservoirs| waste disposal| embankments| applied geology| foundations| stabilization| materials| rock mechanics| seepage| drainage| filters| highways| soil mechanics| slope stability| land preservation| dams| waterways,geotextiles,
1233,http://linkeddata.ge.imati.cnr.it/resource/ThIST/geryon,http://aims.fao.org/aos/agrovoc/c_32149,E,Geryonidae,Geryon longipes| Geryon quinquedens,,Geryon,,,,,,
1234,http://linkeddata.ge.imati.cnr.it/resource/ThIST/gestione,http://aims.fao.org/aos/agrovoc/c_16086,E,activities,Livestock management| Decision making| data management| disease management| risk management| Knowledge management| pest management| forest management| quality assurance| water management| information management| Business management| Fishery management| decentralization| integrated management| Grassland management| Watershed management| co-management| coordination| environmental management| logistics| Crop management| Farm management| Management by objectives| Resource allocation| Rationalization| project management| resource management| community management| human resources management,,management,,,,regulations| national policy| planning| corporate policy| water management| land use| shorelines| soil management| soil treatment| basin management,management,
1235,http://linkeddata.ge.imati.cnr.it/resource/ThIST/gestionedellambiente,http://aims.fao.org/aos/agrovoc/c_37875,E,management,Environmental monitoring| environmental control,,environmental management,,,,,,
1236,http://linkeddata.ge.imati.cnr.it/resource/ThIST/gestionedelsuolo,http://aims.fao.org/aos/agrovoc/c_7176,E,natural resources management,Site preparation| Liming| drainage| Soil conservation| soil treatment| Salinity control,,Soil management,,,,fertilizers| sewage sludge| salinity| desalinization| soils| tillage| fertilization| management| irrigation| aeration| remediation| reclamation| bioremediation| soil management| soil treatment,soil management,
1237,http://linkeddata.ge.imati.cnr.it/resource/ThIST/gestionedelsuolo,http://aims.fao.org/aos/agrovoc/c_7176,E,natural resources management,Site preparation| Liming| drainage| Soil conservation| soil treatment| Salinity control,,Soil management,,,,fertilizers| sewage sludge| salinity| desalinization| soils| tillage| fertilization| management| irrigation| aeration| remediation| reclamation| bioremediation| soil management| soil treatment,soil treatment,
1238,http://linkeddata.ge.imati.cnr.it/resource/ThIST/gestionedelterritorio,http://aims.fao.org/aos/agrovoc/c_24866,E,natural resources management,Land conservation| Earthmoving| sustainable land management| land use| integrated land management| Land clearing| Dryland management,,land management,,,,regulations| environmental management| decision-making| conservation| wilderness areas| land use| legislation| natural resources| agriculture| basin management,land management,
1239,http://linkeddata.ge.imati.cnr.it/resource/ThIST/ghiaccio,http://aims.fao.org/aos/agrovoc/c_3782,E,substances,,,ice,,,,periglacial features| oxides| glacial features| thawing| hydrology| sea ice| snow| ice lenses| ice rafting| frozen ground| meltwater| permafrost| ice fields| glaciers| rock glaciers| ground ice| water| hydrosphere| erosional channel,ice,
1240,http://linkeddata.ge.imati.cnr.it/resource/ThIST/giardini,http://aims.fao.org/aos/agrovoc/c_3196,E,location,Public gardens| Domestic gardens,Market gardens,gardens,,,,,,
1241,http://linkeddata.ge.imati.cnr.it/resource/ThIST/gigantismo,http://aims.fao.org/aos/agrovoc/c_3258,E,Growth disorders,,,Gigantism,,,,,,
1242,http://linkeddata.ge.imati.cnr.it/resource/ThIST/glossario,http://aims.fao.org/aos/agrovoc/c_49851,E,term list,,,glossary,glossaries,,,monographs| publications| sedimentary petrology| stratigraphy| bibliography| paleontology| atlas| structural geology| lexicons| education| geology| textbooks| dictionaries| catalogs,glossaries,
1243,http://linkeddata.ge.imati.cnr.it/resource/ThIST/golfo,http://aims.fao.org/aos/agrovoc/c_50112,E,Surface water,Gulf of Lion| Gulf of Oman| Golfo di Genova| Gulf of Venezuela| Gulf of Guinea| Gulf of Asinara| Gulf of Saint Lawrence| Gulf of Aden| Gulf of California| Gulf of San Matias| Gulf of Suez| Gulf of San Jorge| Gulf of Aqaba| Gulf of Alaska| Gulf of Moro| Gulf of Tehuantepec| Gulf of Saronikos| Gulf of Naples| Gulf of Paria| Gulf of Cadiz| Gulf of Bothnia| Gulf of Finland| Gulf of Thailand| Gulf of Mexico| Persian Gulf,,gulfs,gulf,,,bays| shore features| coastlines| shorelines| fjords,gulf,
1244,http://linkeddata.ge.imati.cnr.it/resource/ThIST/golfodellasinara,http://aims.fao.org/aos/agrovoc/c_50094,E,Mediterranean Sea| gulfs,,,Gulf of Asinara,,,,,,
1245,http://linkeddata.ge.imati.cnr.it/resource/ThIST/golfodemexico,http://aims.fao.org/aos/agrovoc/c_3436,E,Western Central Atlantic| gulfs,,,Gulf of Mexico,,,,Caribbean Sea| United States of America| Mexico| Yucatan Peninsula| Tehuantepec Isthemus,Gulf of Mexico,
1246,http://linkeddata.ge.imati.cnr.it/resource/ThIST/golfodigenova,http://aims.fao.org/aos/agrovoc/c_50097,E,Mediterranean Sea| gulfs,,,Golfo di Genova,Gulf of Genoa,,,,,
1247,http://linkeddata.ge.imati.cnr.it/resource/ThIST/golfodinapoli,http://aims.fao.org/aos/agrovoc/c_50101,E,Mediterranean Sea| gulfs,,,Gulf of Naples,,,,Procida Island| Capri Island| Ischia| Sorrento Peninsula,Bay of Naples,
1248,http://linkeddata.ge.imati.cnr.it/resource/ThIST/grandine,http://aims.fao.org/aos/agrovoc/c_3469,E,Weather hazards| precipitation,,,Hail,,,,atmospheric precipitation| meteorology,hail,
1249,http://linkeddata.ge.imati.cnr.it/resource/ThIST/gravimetria,http://aims.fao.org/aos/agrovoc/c_16372,E,Measurement| Analytical methods,,,Gravimetry,Gravimetric analysis,,,gravity profile| relief effects| gravimeters| solid-earth geophysics| gravity field,gravimetry,
1250,http://linkeddata.ge.imati.cnr.it/resource/ThIST/gryllotalpa,http://aims.fao.org/aos/agrovoc/c_3404,E,Gryllotalpidae,,,Gryllotalpa,Mole crickets,,,,,
1251,http://linkeddata.ge.imati.cnr.it/resource/ThIST/guam,http://aims.fao.org/aos/agrovoc/c_3408,E,Oceania,,,Guam,,,,,,
1252,http://linkeddata.ge.imati.cnr.it/resource/ThIST/guscio,http://aims.fao.org/aos/agrovoc/c_330976,E,methods,Skin tests| Paternity tests| Laying tests| liver function tests,,tests,,,,dermal structures| frustules| Invertebrata| chitin| shells,tests,
1253,http://linkeddata.ge.imati.cnr.it/resource/ThIST/habitat,http://aims.fao.org/aos/agrovoc/c_3456,E,ecosystems,Microhabitat,,habitats,,,,biotopes| fossils| wilderness areas| ecology| environment,habitat,
1254,http://linkeddata.ge.imati.cnr.it/resource/ThIST/hebei,http://aims.fao.org/aos/agrovoc/c_3525,E,China,,,Hebei,Hopei,,,,,
1255,http://linkeddata.ge.imati.cnr.it/resource/ThIST/hexapoda,http://aims.fao.org/aos/agrovoc/c_331237,E,Arthropoda,Insecta,,Hexapoda,,,,,,
1256,http://linkeddata.ge.imati.cnr.it/resource/ThIST/hippurites,http://aims.fao.org/aos/agrovoc/c_5376,E,Arecaceae,,,Orbignya,babassu palm| Babacu palms,,,,Orbignya,
1257,http://linkeddata.ge.imati.cnr.it/resource/ThIST/hirudinea,http://aims.fao.org/aos/agrovoc/c_4249,E,Annelida,,,Hirudinea,Leeches,,,,,
1258,http://linkeddata.ge.imati.cnr.it/resource/ThIST/homarus,http://aims.fao.org/aos/agrovoc/c_3646,E,Decapoda,Homarus gammarus| Homarus capensis| Homarus americanus,,Homarus,,,,,,
1259,http://linkeddata.ge.imati.cnr.it/resource/ThIST/hongkong,http://aims.fao.org/aos/agrovoc/c_3657,E,East Asia,,,Hong Kong,,,,,,
1260,http://linkeddata.ge.imati.cnr.it/resource/ThIST/hydrocharitaceae,http://aims.fao.org/aos/agrovoc/c_26306,E,Alismatales,Hydrilla,,Hydrocharitaceae,Najadaceae,,,,,
1261,http://linkeddata.ge.imati.cnr.it/resource/ThIST/ibridazionemagmatica,http://aims.fao.org/aos/agrovoc/c_3706,E,breeding methods,Interspecific hybridization| Intraspecific hybridization| Artificial hybridization| Intergeneric hybridization| Somatic hybridization,Molecular hybridization,Hybridization,Hybridizing,,,emplacement| country rocks| magmatic differentiation| assimilation| contamination| magmas| intrusions,hybridization,
1262,http://linkeddata.ge.imati.cnr.it/resource/ThIST/identificazione,http://aims.fao.org/aos/agrovoc/c_3791,E,activities,Virus indexing| Biotyping| determination of species,,identification,,,,classification| pattern recognition| nomenclature| definition| terminology,identification,
1263,http://linkeddata.ge.imati.cnr.it/resource/ThIST/idratazione,http://aims.fao.org/aos/agrovoc/c_3712,E,processing,Reconstitution,,Hydration,,,,processes| geochemistry| dehydration| water,hydration,
1264,http://linkeddata.ge.imati.cnr.it/resource/ThIST/idrodinamica,http://aims.fao.org/aos/agrovoc/c_3723,E,Fluid dynamics,,,Hydrodynamics,,,,laminar flow| unsteady flow| multiphase flow| critical flow| flowmeters| Kalman filters| storage coefficient| eddy flow| hydraulics| Darcy's law| efficiency| fluid dynamics| steady flow| catchment hydrodynamics| ground water,hydrodynamics,
1265,http://linkeddata.ge.imati.cnr.it/resource/ThIST/idrogenazione,http://aims.fao.org/aos/agrovoc/c_3726,E,chemical reactions,,,Hydrogenation,,,,,,
1266,http://linkeddata.ge.imati.cnr.it/resource/ThIST/idrogeno,http://aims.fao.org/aos/agrovoc/c_3724,E,Nonmetals,Deuterium| Tritium,,Hydrogen,H (symbol),,deuterium| tritium| D/H,chemical elements| stable isotopes| isotopes,hydrogen,
1267,http://linkeddata.ge.imati.cnr.it/resource/ThIST/idrogeologia,http://aims.fao.org/aos/agrovoc/c_11669,E,Hydrology| Geology,,,Hydrogeology,Geohydrology,,groundwater level| drilling equipment| isopiestic map| storage coefficient| surficial aquifers,radioactive tracers| hydraulic gradients| reservoirs| dye tracers| fluorimetry| regulations| surface water| hydrogeologic maps| hydrology| hydrochemistry| pumping| thermal waters| flowmeters| swallow hole| artesian waters| streams| phreatic water| transmissivity| springs| unsaturated zone| aquifers| hydrological methods| spring| dolines| water resources| Rijeka Croatia| rivers| piezometry| hydraulic maps| hydrologic cycle| monitoring| coloring agents| isotopic composition| hydrogeological controls| porosity| thermal regime| water table| hydrosphere| shallow depth| lysimeters| representative basins| shallow aquifers| underground streams| tracers| ground-water provinces| ground water| water wells,hydrogeology,
1268,http://linkeddata.ge.imati.cnr.it/resource/ThIST/idrolisi,http://aims.fao.org/aos/agrovoc/c_24940,E,chemical reactions,Amylolysis,,Hydrolysis,Saccharification| Acidolysis,,,illitization| argillization| processes| geochemistry| weathering| oxidation,hydrolysis,
1269,http://linkeddata.ge.imati.cnr.it/resource/ThIST/idrologia,http://aims.fao.org/aos/agrovoc/c_3731,E,Earth sciences,Hydrogeology| Hydrography,Hydrobiology,Hydrology,,,river banks| floods,percolation| retention| wadis| runoff| laminar flow| hydrogeology| hydrographs| atmospheric precipitation| bedforms| meteorology| sediment traps| drought| radioactive tracers| surface water balance| unsteady flow| hydrostatic pressure| pluviometry| braided streams| hydrometry| reservoirs| dye tracers| precipitation| fluorimetry| multiphase flow| surface water| snow| limnology| karst hydrology| hydrochemistry| applied geology| hydrologic maps| critical flow| evapotranspiration| water balance| gauging| flowmeters| sediment supply| sediments| purification| sedimentation| tidewater glaciers| meltwater| evaporation| eutrophication| environmental geology| suspension| transmissivity| springs| discharge| waterlogging| pollution| hydrological methods| geomorphology| eddy flow| prospecting| glaciers| intermittent springs| exsurgence| cascades| rain| water resources| Rijeka Croatia| rivers| rain gage| hydrochemical maps| pump tests| channel geometry| hydrologic cycle| low water| lakes| fluvial currents| paleokarst| paleohydrology| atmosphere| rapids| water| water quality| water table| infiltration| hydrosphere| lysimeters| ice| representative basins| ecology| underground streams| tracers| glacial geology| steady flow| basin management| waterways| water supply| catchment hydrodynamics| ground water| riverbed,hydrology,
1270,http://linkeddata.ge.imati.cnr.it/resource/ThIST/idrometria,http://aims.fao.org/aos/agrovoc/c_25629,E,Measurement,,,Hydrometry,,,,hydrometers| surface water| hydrology| floods,hydrometry,
1271,http://linkeddata.ge.imati.cnr.it/resource/ThIST/idrossidodisodio,http://aims.fao.org/aos/agrovoc/c_16040,E,Hydroxides,,,Sodium hydroxide,,,,hydroxyl ion| geochemistry| alkalinity| sodium ion,sodium hydroxide,
1272,http://linkeddata.ge.imati.cnr.it/resource/ThIST/igiene,http://aims.fao.org/aos/agrovoc/c_3739,E,state,Dairy hygiene| Veterinary hygiene| Food hygiene,,hygiene,Sanitation,,,,,
1273,http://linkeddata.ge.imati.cnr.it/resource/ThIST/imbottigliamento,http://aims.fao.org/aos/agrovoc/c_1032,E,Packaging,,,Bottling,,,,potability| water resources| drinking water| water| water quality,bottling,
1274,http://linkeddata.ge.imati.cnr.it/resource/ThIST/immagazzinamento,http://aims.fao.org/aos/agrovoc/c_7427,E,activities,Controlled atmosphere storage| water storage| Central storage| Seed storage| Underground storage| Cold storage| Crop storage| Bag storage| food storage| frozen storage| Bulk storage| Farm storage,,storage,conservation (storage)| storing,,,,,
1275,http://linkeddata.ge.imati.cnr.it/resource/ThIST/stoccaggio,http://aims.fao.org/aos/agrovoc/c_7427,E,activities,Controlled atmosphere storage| water storage| Central storage| Seed storage| Underground storage| Cold storage| Crop storage| Bag storage| food storage| frozen storage| Bulk storage| Farm storage,,storage,conservation (storage)| storing,,stockpiling,soils| reservoirs| waste disposal| underground storage| gas storage| heat storage| data storage| water regimes| underground installations| water storage| oil storage| ground water,storage,
1276,http://linkeddata.ge.imati.cnr.it/resource/ThIST/immagine,http://aims.fao.org/aos/agrovoc/c_36760,E,methods,Echography| Satellite imagery| Photography| Multispectral imagery| Magnetic resonance imaging| Photointerpretation,,Imagery,Computer vision| Landsat images,,color imagery,image enhancement| photogeology| pixels| aerial photography| visualization| pattern recognition| mosaics| geophysical surveys| ground truth| Landsat| remote sensing,imagery,
1277,http://linkeddata.ge.imati.cnr.it/resource/ThIST/immersione,http://aims.fao.org/aos/agrovoc/c_2316,E,Application methods,,Soaking,Dipping,,,,dipmeter logging| tilt| dip-slip faults| clinometers| orientation| structural analysis| strike,dip,
1278,http://linkeddata.ge.imati.cnr.it/resource/ThIST/immigrazione,http://aims.fao.org/aos/agrovoc/c_37976,E,Migration,,Emigration,Immigration,,,,,,
1279,http://linkeddata.ge.imati.cnr.it/resource/ThIST/impattoambientale,http://aims.fao.org/aos/agrovoc/c_24420,E,natural phenomena,Injurious environmental effects| anthropogenic factors,,Environmental impact,,,,railroads| risk assessment| urban geology| waste disposal| human activity| applied geology| check dam| environmental geology| pollution| conservation| geologic hazards| environmental impact evaluation| land use| reclamation| preventive measures| ecology| dams| nuclear facilities,environmental impact,
1280,http://linkeddata.ge.imati.cnr.it/resource/ThIST/incisione,http://aims.fao.org/aos/agrovoc/c_3819,E,surgical operations,,,Incision,,,,,,
1281,http://linkeddata.ge.imati.cnr.it/resource/ThIST/indicatore,http://aims.fao.org/aos/agrovoc/c_330058,E,measure,Ecological indicators| development indicators| Social indicators| Economic indicators| Biological indicators,,indicators,,,,gossan| paleoclimatology| paleoecology| hydrocarbon indicators| depth indicators| plate tectonics| encrustations| diagenesis| geochemical indicators,indicators,
1282,http://linkeddata.ge.imati.cnr.it/resource/ThIST/indicedirifrazione,http://aims.fao.org/aos/agrovoc/c_28412,E,measure| Optical properties,,,Refractive index,,,,birefringence| optical dispersion| luster| optical properties| refraction,refractive index,
1283,http://linkeddata.ge.imati.cnr.it/resource/ThIST/industria,http://aims.fao.org/aos/agrovoc/c_3848,E,Secondary sector,Building industry| Packaging industry| Rubber industry| Agroindustrial sector| Tobacco industry| Machinery industry| Chemical industry| Fish industry| mining| Shipbuilding| Leather industry| oils industry| Wood industry| Forest products industry| Service industry| pharmaceutical industry| Starch industry| Agroindustry| Cottage industry| Fermentation industry| Textile industry| Refrigeration industry| Input industries| Pulp and paper industry| Non food industries| manufacturing,,industry,,,,industrial areas| economic geology| applied geology| steel industry| annual report| industrial patents| ENI Company| environmental geology| companies| chemical industry,industry,
1284,http://linkeddata.ge.imati.cnr.it/resource/ThIST/industriachimica,http://aims.fao.org/aos/agrovoc/c_1515,E,industry,Pesticide industry| Fertilizer industry,,Chemical industry,,,,industry| economic geology| petroleum geology,chemical industry,
1285,http://linkeddata.ge.imati.cnr.it/resource/ThIST/inerziatermica,http://aims.fao.org/aos/agrovoc/c_9000165,E,Thermal properties,,,Thermal inertia,,,,thermodynamic properties| heat flow| specific heat| thermal conductivity| thermal properties,thermal inertia,
1286,http://linkeddata.ge.imati.cnr.it/resource/ThIST/infiltrazione,http://aims.fao.org/aos/agrovoc/c_26789,E,water circulation,Groundwater recharge,,Infiltration,,,,percolation| imbibition coefficient| soils| hydrology| water balance| dam release| unsaturated zone| waterlogging| water regimes| hydrologic cycle| recharge| ground water| capillary percolation,infiltration,
1287,http://linkeddata.ge.imati.cnr.it/resource/ThIST/ingegneria,http://aims.fao.org/aos/agrovoc/c_2571,E,sciences,ontology engineering| Hydraulic engineering| Civil engineering| Electronic engineering| Electrical engineering| Chemical engineering| Agricultural engineering| Mechanical engineering| ergonomics| biochemical engineering| environmental engineering,,engineering,,,,,,
1288,http://linkeddata.ge.imati.cnr.it/resource/ThIST/ingegneriachimica,http://aims.fao.org/aos/agrovoc/c_9752,E,engineering,,,Chemical engineering,,,,,,
1289,http://linkeddata.ge.imati.cnr.it/resource/ThIST/ingegneriacivile,http://aims.fao.org/aos/agrovoc/c_1648,E,engineering,Construction,,Civil engineering,,,,applied geology| remediation| environmental impact evaluation,civil engineering,
1290,http://linkeddata.ge.imati.cnr.it/resource/ThIST/ingegneriaelettronica,http://aims.fao.org/aos/agrovoc/c_10574,E,engineering,,,Electronic engineering,,,,,,
1291,http://linkeddata.ge.imati.cnr.it/resource/ThIST/ingegneriameccanica,http://aims.fao.org/aos/agrovoc/c_4682,E,engineering,,,Mechanical engineering,,,,,,
1292,http://linkeddata.ge.imati.cnr.it/resource/ThIST/iniezione,http://aims.fao.org/aos/agrovoc/c_3871,E,Application methods,Intramuscular injection| Subcutaneous injection| Intravenous injection| Tree injection,Incorporation| Inoculation,Injection,,,,waste disposal| applied geology| environmental geology| artificial recharge| reinjection wells| mercury injection| fluid injection| gas injection,injection,
1293,http://linkeddata.ge.imati.cnr.it/resource/ThIST/inquinamento,http://aims.fao.org/aos/agrovoc/c_6077,E,natural phenomena,Pollution by agriculture| Ochre pollution| Soil pollution| oil spills| Water pollution| air pollution| Contamination| Nonpoint pollution| emission| Sediment pollution| acid deposition| Transboundary pollution,,Pollution,Pollution of agriculture| Immission| Environmental contamination| Environmental pollution,,micropollution,sewage sludge| thermal pollution| leaking underground storage tanks| sulfuric acid| toxic materials| urban geology| cyanides| water treatment| metals| regulations| surface water| waste disposal| potability| hydrology| heavy metals| urban environment| pollutants| polluted water| soil gases| impurities| geochemistry| background level| remediation| purification| environmental monitoring| radioactive waste| point sources| industrial waste| human ecology| hydrocarbons| acid mine drainage| environmental geology| medical geology| waste disposal sites| sewers| geochemical anomalies| conservation| oil spills| geologic hazards| dilution| decontamination| water management| environmental impact evaluation| land use| waste water| reclamation| near-field| radioactivity| bioremediation| protected well zones| monitoring| nuclear accidents| fallout| sulfur dioxide| far-field| atmosphere| leachate| water| case studies| sludge| trace metals| hazardous waste| contamination| environmental impact| protection| water supply| acid rain| ground water| water wells| aquifer vulnerability| sewage| PCBs,pollution,
1294,http://linkeddata.ge.imati.cnr.it/resource/ThIST/inquinante,http://aims.fao.org/aos/agrovoc/c_6076,E,substances,Noise| Radioactive pollutants| Industrial pollutants| Dust| Foreign bodies,,pollutants,Contaminants,,,cyanides| atrazine| waste disposal| volatile organic compounds| pesticides| herbicides| chlorinated hydrocarbons| hydrocarbons| pollution| dense nonaqueous phase liquids| nonaqueous phase liquids| leachate| PCBs,pollutants,
1295,http://linkeddata.ge.imati.cnr.it/resource/ThIST/insegnamento,http://aims.fao.org/aos/agrovoc/c_2488,E,activities,population education| Secondary education| training| Consumer education| Continuing education| Teaching| Vocational education| girls education| Formal education| Nutrition education| Primary education| Higher education| preschool education| Informal education| Adult education,Distance education,education,,,,programs| theses| stratigraphy| creationism| petrology| college-level education| libraries| popular geology| materials| oceanography| historical geology| academic institutions| geology| textbooks| elementary geology| associations| curricula| Earth sciences| catalogs| museums| glossaries| high school| graduate-level education,education,
1296,http://linkeddata.ge.imati.cnr.it/resource/ThIST/insegnamento,http://aims.fao.org/aos/agrovoc/c_7638,E,education,Distance teaching,,Teaching,,,,programs| theses| stratigraphy| creationism| petrology| college-level education| libraries| popular geology| materials| oceanography| historical geology| academic institutions| geology| textbooks| elementary geology| associations| curricula| Earth sciences| catalogs| museums| glossaries| high school| graduate-level education,education,
1297,http://linkeddata.ge.imati.cnr.it/resource/ThIST/insolazione,http://aims.fao.org/aos/agrovoc/c_3892,E,Solar radiation| measure,Albedo (solar),,Insolation,Sunlight exposure,,,physical weathering| weathering| Milankovitch theory| mechanical weathering,insolation,
1298,http://linkeddata.ge.imati.cnr.it/resource/ThIST/intelligenzaartificiale,http://aims.fao.org/aos/agrovoc/c_27064,E,Computer science,machine learning,,Artificial intelligence,AI (artificial intelligence),,,data processing| expert systems,artificial intelligence,
1299,http://linkeddata.ge.imati.cnr.it/resource/ThIST/internet,http://aims.fao.org/aos/agrovoc/c_36661,E,information services,world wide web,,internet,,,,,,
1300,http://linkeddata.ge.imati.cnr.it/resource/ThIST/invaso,http://aims.fao.org/aos/agrovoc/c_6143,E,Planting,,,Potting,,,,,,
1301,http://linkeddata.ge.imati.cnr.it/resource/ThIST/inversionedellatemperatura,http://aims.fao.org/aos/agrovoc/c_7658,E,Air masses,,,Temperature inversion,thermal inversion,,,,,
1302,http://linkeddata.ge.imati.cnr.it/resource/ThIST/investimento,http://aims.fao.org/aos/agrovoc/c_3930,E,economic activities,Foreign investment| Reinvestment| Private investment| Public investment,,investment,,,,economics| investment legislation,investment,
1303,http://linkeddata.ge.imati.cnr.it/resource/ThIST/ione,http://aims.fao.org/aos/agrovoc/c_16162,E,Elements,Anions| Cations,,Ions,,,,potassium ion| electrolytes| fluoride ion| bromide ion| bicarbonate ion| ligands| hydroxyl ion| hydrochemistry| calcium ion| geochemistry| secondary ion mass spectroscopy| cations| chloride ion| magnesium ion| fixation| ion exchange| anions| nitrate ion| carbonate ion| cation exchange capacity| ion probe| electrophoresis| phosphate ion| sulfate ion| sodium ion,ions,
1304,http://linkeddata.ge.imati.cnr.it/resource/ThIST/iridaceae,http://aims.fao.org/aos/agrovoc/c_3944,E,Liliales| Asparagales,Crocosmia| Crocus| Tigridia| Gladiolus| Freesia| Ixia| Iris,,Iridaceae,,,,,,
1305,http://linkeddata.ge.imati.cnr.it/resource/ThIST/irradiazione,http://aims.fao.org/aos/agrovoc/c_3951,E,methods,X ray irradiation| Ionization treatment| food irradiation| Gamma irradiation| Radurization| Ultraviolet irradiation| Ultrasonic treatment,,irradiation,,,,thermoluminescence| X-ray analysis| techniques,irradiation,
1306,http://linkeddata.ge.imati.cnr.it/resource/ThIST/irrigazione,http://aims.fao.org/aos/agrovoc/c_3954,E,activities,Rotation irrigation| Watering| Overhead irrigation| Demand irrigation| Wastewater irrigation| Continuous irrigation| Supplemental irrigation| Fertigation,,Irrigation,,,,soils| ponds| surface water| canals| water regimes| reinjection wells| underground channels| water| aqueduct| water quality| soil management| soil treatment| waterways| water supply,irrigation,
1307,http://linkeddata.ge.imati.cnr.it/resource/ThIST/isola,http://aims.fao.org/aos/agrovoc/c_3962,E,physiographic features,Atolls,,Islands,,,,barrier islands| Fiji| Jan Mayen| Seychelles| Johnston Atoll| atolls| São Tomé and Prìncipe| Pitcairn Islands| New Caledonia| American Samoa| Christmas Island| Europe| Europa Island| island arcs| tombolos| continents| Samoa| Melanesia| Vanuatu| insular shelf| Bassas da India| Juan de Nova Island| Reunion| Kiribati| Saint Helena,islands,
1308,http://linkeddata.ge.imati.cnr.it/resource/ThIST/isolamento,http://aims.fao.org/aos/agrovoc/c_37744,E,Separating,,,Isolation,,,,radiation,isolation,
1309,http://linkeddata.ge.imati.cnr.it/resource/ThIST/isolefaroe,http://aims.fao.org/aos/agrovoc/c_2811,E,Scandinavia,,,Faroe Islands,,,,,,
